|word_deu|part_of_speech_deu|word_eng|sentence_deu|sentence_eng|sentence_lemmatized_deu
2693.0|der Auftrag|noun|the order|Der Auftrag für die neuen Möbel kam vor dem erwarteten Lieferdatum an.|The order for the new furniture arrived before the expected delivery date.|der;Auftrag;für;der;neu;Möbel;ankommen;vor;der;erwartet;Lieferdatum;an
2697.0|die Schicht|noun|the layer|Die oberste Schicht des Kuchens ist mit Schokolade überzogen.|The top layer of the cake is covered with chocolate.|der;oberster;Schicht;der;Kuchen;sein;mit;Schokolade;überziehen
2716.0|der Hohlkopf|noun|the hollow head|Der Hohlkopf der Puppe ist leicht und eignet sich gut zum Spielen.|The hollow head of the doll is light and well-suited for playing.|der;Hohlkopf;der;Puppe;sein;leicht;und;eignen;sich;gut;zu;Spielen
2799.0|die Benutzeroberfläche|noun|the user interface|Die Benutzeroberfläche ist intuitiv und erleichtert die Nutzung.|The user interface is intuitive and makes usage easier.|der;Benutzeroberfläche;sein;intuitiv;und;erleichtern;der;Nutzung
2808.0|wecken|verb|to wake up|Der laute Wecker weckte mich viel zu früh aus einem erholsamen Schlaf.|The loud alarm clock woke me up far too early from a restful sleep.|der;laut;Wecker;wecken;mich;viel;zu;früh;aus;ein;erholsam;Schlaf
2825.0|die Kochwäsche|noun|laundry (heavy wash)|Ich muss noch die Kochwäsche erledigen, bevor ich den Rest wasche.|I still need to do the heavy laundry before washing the rest.|ich;muss;noch;der;Kochwäsche;erledigen;bevor;ich;der;Rest;waschen
2850.0|die Skala|noun|scale|Auf der Skala von 1 bis 10 würde ich das Essen mit einer 9 bewerten.|On a scale from 1 to 10, I would rate the food a 9.|auf;der;Skala;von;1;bis;10;werden;ich;der;Essen;mit;ein;9;bewerten
2867.0|die Leiste|noun|the strip|Die Leiste an der Wand verdeckte die unschönen Kabel darunter.|The strip on the wall covered the unsightly cables underneath.|der;Leiste;an;der;Wand;verdecken;der;unschön;Kabel;darunter
2875.0|abschweifen|verb|to digress|Die Diskussion begann, abzuschweifen, als persönliche Themen aufkamen.|The discussion began to digress when personal topics arose.|der;Diskussion;beginnen;abschweifen;als;persönlich;Thema;aufkommen
2943.0|wohl|adverb|well|Er fühlte sich wohl, obwohl der Fluss bei der Hitze schnell anstieg.|He felt well, although the river rose quickly due to the heat.|er;fühlen;sich;wohl;obwohl;der;Fluss;bei;der;Hitze;schnell;anstieg
3089.0|eben|adverb|just|Ich wollte eben einen Spaziergang machen, als es plötzlich regnete.|I just wanted to take a walk when it suddenly started to rain.|ich;wollen;eben;ein;Spaziergang;machen;als;es;plötzlich;regnen
3094.0|schalten|verb|to switch|Um das Licht einzuschalten, musst du einfach den Schalter schalten.|To turn on the light, you just need to switch the switch.|um;der;Licht;einschalten;musen;du;einfach;der;Schalter;schalten
3108.0|der Kaufmannsladen|noun|toy store|Der Kaufmannsladen bietet eine große Auswahl an Spielzeug an.|The toy store offers a wide selection of toys.|der;Kaufmannsladen;anbieten;ein;groß;Auswahl;an;Spielzeug;an
3114.0|das Brötchen|noun|the bread roll|Das frisch gebackene Brötchen duftete verführerisch in der Bäckerei.|The freshly baked bread roll smelled enticing in the bakery.|der;frisch;gebacken;Brötchen;duften;verführerisch;in;der;Bäckerei
3120.0|der Tresen|noun|the counter|Der Barkeeper hinter dem Tresen mixte einen köstlichen Cocktail.|The bartender behind the counter mixed a delicious cocktail.|der;Barkeeper;hinter;der;Tresen;mixen;ein;köstlich;Cocktail
3131.0|der Großangriff|noun|major attack|Der Großangriff der feindlichen Armee führte zu massiven Zerstörungen.|The major attack by the enemy army led to massive destruction.|der;Großangriff;der;feindlich;Armee;führen;zu;massiv;Zerstörung
3144.0|der Erdboden|noun|earth's surface|Der Erdboden bebte während des Erdbebens, und alle rannten in Deckung.|The earth's surface trembled during the earthquake, and everyone ran for cover.|der;Erdboden;beben;während;der;Erdbeben;und;alle;rannen;in;Deckung
3160.0|der Nachrichtensprecher|noun|news anchor|Der Nachrichtensprecher berichtete ruhig über das aktuelle Geschehen.|The news anchor calmly reported on the current events.|der;Nachrichtensprecher;berichten;ruhig;über;der;aktuell;geschehen
3172.0|der Knall|noun|bang|Der Knall der Tür erschreckte alle und ließ die Gespräche verstummen.|The bang of the door startled everyone and silenced the conversations.|der;Knall;der;Tür;erschrecken;alle;und;lassen;der;Gespräch;verstummen
3174.0|die Scherbe|noun|the shard|Eine Scherbe zerbrochener Tassen lag gefährlich auf dem Fußboden.|A shard of broken cups lay dangerously on the floor.|ein;Scherbe;zerbrochen;Tasse;liegen;gefährlich;auf;der;Fußboden
3177.0|die Nachbarskatze|noun|the neighbor's cat|Die Nachbarskatze schlich sich nachts heimlich in unseren Garten.|The neighbor's cat sneaked quietly into our garden at night.|der;Nachbarskatze;schlich;sich;nachts;heimlich;in;unser;Garten
3182.0|der Verkehrsunfall|noun|the traffic accident|Der Verkehrsunfall gestern sorgte für lange Staus auf der Hauptstraße.|The traffic accident yesterday caused long traffic jams on the main road.|der;Verkehrsunfall;gestern;sorgen;für;lang;Stau;auf;der;Hauptstraße
3184.0|der Anblick|noun|the sight|Der Anblick der Berge bei Sonnenaufgang ließ uns sprachlos zurück.|The sight of the mountains at sunrise left us speechless.|der;Anblick;der;Berg;bei;Sonnenaufgang;zurücklassen;uns;sprachlos;zurück
3194.0|das Mistvieh|noun|swine|Das Mistvieh in der Farm grunzte laut, als die Tür geöffnet wurde.|The swine on the farm grunted loudly when the door was opened.|der;Mistvieh;in;der;Farm;grunzen;laut;als;der;Tür;öffnen;werden
3214.0|schadenfroh|adjective|gleeful|Er war schadenfroh, als er sah, dass sein Rivale scheiterte.|He was gleeful when he saw his rival fail.|er;sein;schadenfroh;als;er;sehen;dass;sein;Rivale;scheitern
3223.0|wieso|adverb|why|„Wieso solltest du das so schnell entscheiden?“ fragte sie verwundert.|“Why would you decide that so quickly?” she asked in surprise.|wieso;solltest;du;der;so;schnell;entscheiden;fragen;sie;verwundert
3227.0|das Abendbrot|noun|the dinner|Das Abendbrot duftete köstlich und alle kamen hungrig zur Tafel.|The dinner smelled delicious and everyone came hungrily to the table.|der;Abendbrot;duften;köstlich;und;alle;kommen;hungrig;zu;Tafel
3230.0|bohren|verb|to drill|Er musste ein Loch in die Wand bohren, um das Regal zu befestigen.|He had to drill a hole in the wall to secure the shelf.|er;musste;ein;Loch;in;der;Wand;bohren;um;der;Regal;zu;befestigen
3248.0|gerade|adverb|just|Ich habe gerade meine E-Mails überprüft, als du angerufen hast.|I just checked my emails when you called.|ich;haben;gerade;mein;E-Mail;überprüfen;als;du;anrufen;haben
3250.0|das Obst|noun|the fruit|Frisches Obst ist wichtig für eine gesunde Ernährung und Fitness.|Fresh fruit is important for a healthy diet and fitness.|Frisches;Obst;sein;wichtig;für;ein;gesund;Ernährung;und;Fitness
3251.0|zerhäckseln|verb|to shred|Im Garten wurde das Laub zerhäckseln, um es kompostieren zu können.|In the garden, the leaves were shredded to compost them.|in;Garten;werden;der;Laub;zerhäckseln;um;es;kompostieren;zu;können
3269.0|grausam|adjective|cruel|Die grausame Behandlung der Tiere in diesem Zirkus ist unentschuldbar.|The cruel treatment of the animals in this circus is inexcusable.|der;grausam;Behandlung;der;Tier;in;dieser;Zirkus;sein;unentschuldbar
3284.0|verdammen|verb|to condemn|Der Richter verdammte den Angeklagten für seine schreckliche Tat.|The judge condemned the defendant for his horrific act.|der;Richter;verdammen;der;angeklagter;für;sein;schrecklich;Tat
3319.0|dumpf|adjective|dull|Ein dumpfer Schmerz in meinem Kopf ließ mich den ganzen Tag nicht los.|A dull pain in my head kept bothering me all day.|ein;dumpf;Schmerz;in;mein;Kopf;loslassen;mich;der;ganz;Tag;nicht;los
3358.0|der Magen|noun|stomach|Mein Magen knurrte vor Hunger, als ich das Mittagessen roch.|My stomach growled with hunger as I smelled the lunch.|mein;Magen;knurren;vor;Hunger;als;ich;der;Mittagessen;roch
3421.0|entsetzlich|adjective|horrible|Die entsetzlich hohe Zahl an Opfern war schwer zu begreifen.|The horrifically high number of victims was hard to comprehend.|der;entsetzlich;hoch;Zahl;an;Opfer;sein;schwer;zu;begreifen
3472.0|übersteigen|verb|to exceed|Die Kosten werden die geplanten Ausgaben deutlich übersteigen.|The costs will exceed the planned expenses significantly.|der;Kosten;werden;der;geplant;Ausgabe;deutlich;übersteigen
3478.0|der Attentäter|noun|the assassin|Der Attentäter bewegte sich wie ein Schatten, um unbemerkt zu bleiben.|The assassin moved like a shadow to remain unnoticed.|der;Attentäter;bewegen;sich;wie;ein;Schatten;um;unbemerkt;zu;bleiben
3499.0|die Nachricht|noun|the message|Die Nachricht über den bevorstehenden Umbau sorgte für Aufregung.|The message about the upcoming renovations caused excitement.|der;Nachricht;über;der;bevorstehend;Umbau;sorgen;für;Aufregung
3505.0|seltsam|adjective|strange|Die seltsame Erscheinung am Himmel ließ alle verwundert zurück.|The strange appearance in the sky left everyone astonished.|der;seltsam;Erscheinung;an;Himmel;zurücklassen;alle;verwundert;zurück
3616.0|loswerden|verb|to get rid of|Ich will endlich die alten Klamotten loswerden und aufräumen.|I finally want to get rid of the old clothes and tidy up.|ich;wollen;endlich;der;alt;Klamotte;loswerden;und;aufräumen
3644.0|der Betrag|noun|the amount|Der Betrag für die Rechnung beträgt insgesamt mehrere Hundert Euro.|The amount for the bill totals several hundred euros.|der;Betrag;für;der;Rechnung;betragen;insgesamt;mehrere;Hundert;Euro
3668.001|die Euro|noun|the euro|Das Produkt kostet fünf Euro, was für die Qualität sehr fair ist.|The product costs five euros, which is very fair for the quality.|der;Produkt;kosten;fünf;Euro;wer;für;der;Qualität;sehr;fair;sein
3801.0|der Hintern|noun|the bottom|Fallen Sie nicht auf den Hintern, wenn Sie die Treppe herunterlaufen.|Don't fall on your bottom when you run down the stairs.|Fallen;sie;nicht;auf;der;Hintern;wenn;sie;der;Treppe;herunterlaufen
3815.0|der Vorname|noun|the first name|Der Vorname kann oft viel über die Herkunft einer Person verraten.|The first name can often reveal much about a person's origins.|der;Vorname;können;oft;viel;über;der;Herkunft;ein;Person;verraten
3818.0|der Nachname|noun|last name|Ihr Nachname ist Müller, was in Deutschland sehr verbreitet ist.|Her last name is Müller, which is very common in Germany.|ihr;Nachname;sein;Müller;wer;in;Deutschland;sehr;verbreiten;sein
3830.0|die Angetraute|noun|the bride|Die Angetraute erschien strahlend und voller Glück zur Trauung.|The bride appeared radiant and full of happiness for the ceremony.|der;Angetraute;erscheinen;strahlend;und;voll;Glück;zu;Trauung
3911.0|gängig|adjective|common|Diese Methode ist in der Wissenschaft sehr gängig und effektiv.|This method is very common and effective in science.|dieser;Methode;sein;in;der;Wissenschaft;sehr;gängig;und;effektiv
3938.0|das Mobil|noun|the mobile|Das neue Mobil hat eine Kamera, die atemberaubende Fotos macht.|The new mobile has a camera that takes breathtaking photos.|der;neu;Mobil;haben;ein;Kamera;der;atemberaubend;Foto;machen
3963.0|bedienen|verb|to serve|Der Kellner bedient uns freundlich und erklärt die Spezialitäten.|The waiter serves us kindly and explains the specialties.|der;Kellner;bedienen;uns;freundlich;und;erklären;der;Spezialität
4018.0|der Touri|noun|the tourist|Der Touri erkundete die Stadt mit einer Karte und vielen Fragen.|The tourist explored the city with a map and many questions.|der;Touri;erkundeen;der;Stadt;mit;ein;Karte;und;vieler;Frage
4031.0|ablichten|verb|to photocopy|Ich werde die wichtigen Dokumente ablichten, um sie zu archivieren.|I will photocopy the important documents to archive them.|ich;werden;der;wichtig;Dokument;ablichten;um;sie;zu;archivieren
4035.0|knipsen|verb|to click|Ich habe ein Foto geknipst, als die Sonne hinter den Bergen unterging.|I clicked a photo as the sun set behind the mountains.|ich;haben;ein;Foto;knipsen;als;der;Sonne;hinter;der;Berg;untergehen
4040.0|der Fraß|noun|the mess|Nach dem Picknick bleibt ein großer Fraß auf der Wiese zurück.|After the picnic, a big mess is left on the meadow.|nach;der;Picknick;zurückbleiben;ein;groß;Fraß;auf;der;Wiese;zurück
4048.0|der Hammelbraten|noun|roast mutton|Zum Abendessen gab es einen saftigen Hammelbraten mit Kartoffeln.|For dinner, there was a juicy roast mutton with potatoes.|zu;Abendessen;geben;es;ein;saftig;Hammelbraten;mit;Kartoffel
4054.0|das Andenken|noun|souvenir|Sie kaufte ein kleines Andenken für ihre Freundin aus Paris.|She bought a small souvenir for her friend from Paris.|sie;kaufen;ein;klein;Andenken;für;ihr;Freundin;aus;Paris
4060.0|der Wandschrank|noun|the wardrobe|Der Wandschrank bietet viel Stauraum für Kleidung und Accessoires.|The wardrobe provides plenty of storage space for clothing and accessories.|der;Wandschrank;bieten;viel;Stauraum;für;Kleidung;und;Accessoire
4067.0|die Netzhaut|noun|the retina|Die Netzhaut ist entscheidend für das Sehen und die Bildverarbeitung.|The retina is crucial for vision and image processing.|der;Netzhaut;sein;entscheidend;für;der;Sehen;und;der;Bildverarbeitung
4075.0|das Gewächshaus|noun|greenhouse|Im Gewächshaus wuchsen Tomaten und Gurken in den warmen Bedingungen.|In the greenhouse, tomatoes and cucumbers grew in the warm conditions.|in;Gewächshaus;wuchsen;Tomate;und;Gurke;in;der;warm;Bedingung
4104.0|das Gepäck|noun|the luggage|Das Gepäck wurde vorsichtig in den Kofferraum des Autos geladen.|The luggage was carefully loaded into the trunk of the car.|der;Gepäck;werden;vorsichtig;in;der;Kofferraum;der;Auto;laden
4123.0|der Beck|noun|lake, pond|Am Beck tummelten sich Enten, die sich im Wasser planschten.|At the pond, ducks were swimming around, splashing in the water.|an;Beck;tummeln;sich;Ente;der;sich;in;Wasser;planschen
4129.0|der Sender|noun|the transmitter|Der Sender übertrug das Spiel live und die Zuschauer waren begeistert.|The transmitter broadcasted the game live and the viewers were thrilled.|der;Sender;übertrug;der;Spiel;live;und;der;Zuschauer;sein;begeistert
4138.0|gefallen|verb|to please|Ich hoffe, die neue Deko wird den Gästen gefallen und Freude bringen.|I hope the new decor will please the guests and bring joy.|ich;hoffen;der;neu;Deko;werden;der;Gast;gefallen;und;Freude;bringen
4158.0|die Schnauze|noun|the snout|Der Hund streckte seine Schnauze neugierig nach dem Leckerli aus.|The dog curiously stretched his snout toward the treat.|der;Hund;ausstrecken;sein;Schnauze;neugierig;nach;der;Leckerli;aus
4163.0|die Traufe|noun|the baptism|Die Traufe der Zwillinge fand in der schönen kleinen Kapelle statt.|The baptism of the twins took place in the beautiful little chapel.|der;Traufe;der;Zwilling;stattfinden;in;der;schön;klein;Kapelle;statt
4172.0|betrachten|verb|to consider, to view|Er betrachtete das Gemälde lange, bevor er seine Meinung äußerte.|He viewed the painting for a long time before expressing his opinion.|er;betrachten;der;Gemälde;lange;bevor;er;sein;Meinung;äußern
4203.0|der Glaube|noun|the belief|Der Glaube an das Gute motiviert Menschen zur Unterstützung.|The belief in good motivates people to provide support.|der;Glaube;an;der;gute;motivieren;Mensch;zu;Unterstützung
4219.0|der Teenie|noun|the teen|Der Teenie probiert neue Styles aus und entdeckt seinen eigenen Look.|The teen tries out new styles and discovers his own look.|der;Teenie;ausprobieren;neu;Style;aus;und;entdecken;sein;eigen;Look
4222.0|Gelüsten|noun|the cravings|Die Gelüsten nach süßen Leckereien sind oft schwer zu widerstehen.|The cravings for sweet treats are often hard to resist.|der;Gelüsten;nach;süß;Leckerei;sein;oft;schwer;zu;widerstehen
4225.0|stapeln|verb|to stack|Die Kinder begannen, die Bausteine zu stapeln im Spielzimmer.|The children began to stack the building blocks in the playroom.|der;Kind;beginnen;der;Baustein;zu;stapeln;in;Spielzimmer
4236.0|die Nahrung|noun|food|Die Nahrung in diesem Restaurant ist frisch und lokal produziert.|The food in this restaurant is fresh and locally produced.|der;Nahrung;in;dieser;Restaurant;sein;frisch;und;lokal;produzieren
