Actions 1                  |catch                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS5096_Catch col-int.jpg
Wild animals 1             |camel                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1290_Camel col-int.jpg
Wild animals 1             |elephant                |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1268_Elephant col-int.jpg
Wild animals 1             |giraffe                 |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1269_Giraffe col-int_0.jpg
Wild animals 1             |hippo                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1270_Hippo col-int_0.jpg
Wild animals 1             |kangaroo                |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1272_Kangaroo col-int_0.jpg
Wild animals 1             |lion                    |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1273_Lion col-int_0.jpg
Wild animals 1             |monkey                  |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1274_Monkey col-int.jpg
Wild animals 1             |panda                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1297_Panda col-int.jpg
Wild animals 1             |tiger                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1276_Tiger col-int_0.jpg
Wild animals 1             |zebra                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1302_Zebra col-int.jpg
Wild animals 2             |antelope                |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS5534_Antelope col-int_0.jpg
Wild animals 2             |cheetah                 |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1291_Cheetah col-int.jpg
Wild animals 2             |chimpanzee              |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1267_Chimpanzee col-int.jpg
Wild animals 2             |fox                     |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS5158_Fox col-int.jpg
Wild animals 2             |koala                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1293_Koala col-int.jpg
Wild animals 2             |leopard                 |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1295_Leopard col-int.jpg
Wild animals 2             |polar bear              |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1298_Polar Bear col-int.jpg
Wild animals 2             |rhino                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1275_Rhino col-int.jpg
Wild animals 2             |squirrel                |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS5536_Squirrel col-int.jpg
Wild animals 2             |wolf                    |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1300_Wolf col-int.jpg
Wild animals 3             |aardvark                |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1264_Aardvark col-int_0.jpg
Wild animals 3             |coyote                  |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS5157_Coyote col-int.jpg
Wild animals 3             |deer                    |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1292_Deer col-int_0.jpg
Wild animals 3             |hare                    |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS5535_Hare col-int.jpg
Wild animals 3             |hyena                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1271_Hyena col-int_0.jpg
Wild animals 3             |lemur                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1294_Lemur col-int.jpg
Wild animals 3             |meerkat                 |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1296_Meerkat col-int.jpg
Wild animals 3             |orangutan               |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS5159_Orangutan col-int.jpg
Wild animals 3             |sloth                   |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1299_Sloth col-int.jpg
Wild animals 3             |yak                     |https://gamedata.britishcouncil.org/sites/default/files/attachment/RS1301_Yak col-int_0.jpg
