|word|part_of_speech|lemma|lemma_correct|is_lemma
17773|klarkomm|Verb|klarkommen|klarkommen|True
17793|Schläfst|Verb|schlafen|schlafen|True
17897|kennn|Verb|kennen|kennen|True
17898|Zwingt|Verb|zwingen|zwingen|True
17920|mussten|Verb|müssen|müssen|True
17921|explodiern|Verb|explodieren|explodieren|True
18058|irgendwa|Adverb|irgendwann|irgendwann|True
18068|werdsen|Verb|werden|werden|True
18127|entfernе|Verb|entfernen|entfernen|True
18150|Hausе|Substantiv|das Haus|das Haus|True
18160|Hause|Substantiv|das Haus|das Haus|True
18207|aufhörn|Verb|aufhören|aufhören|True
18347|Atme|Verb|atmen|atmen|True
18425|Nirgendwo|Adverb|nirgendwo|nirgendwo|True
18473|Rostbraune|Adjektiv|rostbraun|rostbraun|True
18516|unterer|Adjektiv|unter|unter|True
18724|spar|Verb|sparen|sparen|True
18793|wüsste|Verb|wissen|wissen|True
18818|geilste|Adjektiv|geil|geil|True
18858|anguck|Verb|angucken|angucken|True
18878|wat|Pronomen|was|was|True
18897|Spart|Verb|sparen|sparen|True
18940|ausfeiln|Verb|ausfeilen|ausfeilen|True
18941|aufnehm|Verb|aufnehmen|aufnehmen|True
18942|rausbringn|Verb|rausbringen|rausbringen|True
18949|aufrege|Verb|aufregen|aufregen|True
18957|Aufschreiben|Verb|aufschreiben|aufschreiben|True
18986|wohnn|Verb|wohnen|wohnen|True
18996|hochwürg|Verb|hochwürgen|hochwürgen|True
19005|Roll|Verb|rollen|rollen|True
19041|signiern|Verb|signieren|signieren|True
19048|is|Verb|sein|sein|True
19055|unterschreibn|Verb|unterschreiben|unterschreiben|True
19087|ausfeil|Verb|ausfeilen|ausfeilen|True
19153|Hoffnungträger|Substantiv|der Hoffnungsträger|der Hoffnungsträger|True
19187|habnn|Verb|haben|haben|True
19281|glühn|Verb|glühen|glühen|True
19291|Detailverliebter|Adjektiv|detailverliebt|detailverliebt|True
19322|Finden|Verb|finden|finden|True
19326|diversеr|Adjektiv|divers|divers|True
19329|yеah|Interjektion|yeah|yeah|True
19332|meim|Pronomen|mein|mein|True
19337|Brr|Interjektion|brr|brr|True
19387|-Combo|Substantiv|der Combo|der Combo|True
19389|Beweg|Verb|bewegen|bewegen|True
19420|Jaja|Interjektion|jaja|jaja|True
19421|Falsches|Adjektiv|falsch|falsch|True
19451|musst|Verb|müssen|müssen|True
19484|auskenn|Verb|auskennen|auskennen|True
19493|Würd|Verb|werden|werden|True
19500|Tauschen|Verb|tauschen|tauschen|True
19523|krasse|Adjektiv|krass|krass|True
19527|-Artikel|Substantiv|der Artikel|der Artikel|True
19570|resultiern|Verb|resultieren|resultieren|True
19596|Lagerhall|Substantiv|die Lagerhalle|die Lagerhalle|True
19727|hänge|Verb|hängen|hängen|True
19786|Kaltes|Adjektiv|kalt|kalt|True
19793|ists|Verb|sein|sein|True
19826|Gedankеn|Substantiv|der Gedanke|der Gedanke|True
19835|Bewege|Verb|bewegen|bewegen|True
19874|ch|Pronomen|ich|ich|True
19875|bring|Verb|bringen|bringen|True
19938|Woke|Adjektiv|woke|woke|True
19950|gespielt|Verb|spielen|spielen|True
19997|humpel|Verb|humpeln|humpeln|True
20084|Hochverehrtes|Adjektiv|hochverehrt|hochverehrt|True
20127|wählеn|Verb|wählen|wählen|True
20149|Schmücken|Verb|schmücken|schmücken|True
20235|ingesamt|Adjektiv|insgesamt|insgesamt|True
20249|Präventiv|Adjektiv|präventiv|präventiv|True
20267|Drohten|Verb|drohen|drohen|True
20348|vorStell|Verb|vorstellen|vorstellen|True
20360|könntest|Verb|können|können|True
20373|jugendliche|Adjektiv|jugendlich|jugendlich|True
20451|Besprechen|Verb|besprechen|besprechen|True
20457|eurer|Pronomen|euer|euer|True
20513|müsst|Verb|müssen|müssen|True
20561|Bedürnis|Substantiv|das Bedürfnis|das Bedürfnis|True
20578|fauche|Verb|fauchen|fauchen|True
20580|gehörtest|Verb|gehören|gehören|True
20583|Schlaue|Adjektiv|schlau|schlau|True
20595|anfingst|Verb|anfangen|anfangen|True
20601|wurdest|Verb|werden|werden|True
20604|begannst|Verb|beginnen|beginnen|True
20635|rauszugehen|Verb|rausgehen|rausgehen|True
20661|mochen|Verb|machen|machen|True
20662|kriegst|Verb|kriegen|kriegen|True
20688|glaubst|Verb|glauben|glauben|True
20707|Binden|Verb|binden|binden|True
20715|giben|Verb|geben|geben|True
20746|triffen|Verb|treffen|treffen|True
20837|fliehn|Verb|fliehen|fliehen|True
20855|hälten|Verb|halten|halten|True
20864|Selber|Adjektiv|selber|selber|True
20926|einredeen|Verb|einreden|einreden|True
21014|tuen|Verb|tun|tun|True
21092|geliked|Verb|liken|liken|True
21212|makieren|Verb|markieren|markieren|True
21233|hat|Verb|haben|haben|True
21234|Geliked|Verb|liken|liken|True
21325|suchsen|Verb|suchen|suchen|True
21464|ungeschminken|Adjektiv|ungeschminkt|ungeschminkt|True
21589|erlaubst|Verb|erlauben|erlauben|True
21651|merk|Verb|merken|merken|True
21675|anmach|Verb|anmachen|anmachen|True
21709|blinzelnd|Adjektiv|blinzeln|blinzeln|True
21764|Peng|Interjektion|peng|peng|True
21929|schenkn|Verb|schenken|schenken|True
22010|gefliegen|Verb|fliegen|fliegen|True
22015|schwommen|Verb|schwimmen|schwimmen|True
22026|erklommen|Verb|erklimmen|erklimmen|True
22135|Pflanzn|Substantiv|die Pflanze|die Pflanze|True
22188|erlischen|Verb|erlöschen|erlöschen|True
22257|liegend|Adjektiv|liegen|liegen|True
22277|dunkl|Adjektiv|dunkel|dunkel|True
22300|erschufen|Verb|erschaffen|erschaffen|True
22317|wuchsen|Verb|wachsen|wachsen|True
22385|umschlingend|Adjektiv|umschlingen|umschlingen|True
22409|Schließt|Verb|schließen|schließen|True
22438|zirkuliern|Verb|zirkulieren|zirkulieren|True
22490|zurückführn|Verb|zurückführen|zurückführen|True
22603|Innerlich|Adjektiv|innerlich|innerlich|True
22761|fließ|Verb|fließen|fließen|True
22763|denk|Verb|denken|denken|True
22913|schwimmn|Verb|schwimmen|schwimmen|True
22964|weitergeh|Verb|weitergehen|weitergehen|True
22980|drankommn|Verb|drankommen|drankommen|True
22982|Blondinn|Substantiv|die Blondine|die Blondine|True
23005|bessre|Adjektiv|besser|besser|True
23030|aussiehst|Verb|aussehen|aussehen|True
23034|müsstest|Verb|müssen|müssen|True
23052|bidde|Verb|bitten|bitten|True
23069|bidd|Verb|bitten|bitten|True
23130|Hey|Interjektion|hey|hey|True
23133|bisch|Verb|sein|sein|True
23139|Kannst|Verb|können|können|True
23149|darfst|Verb|dürfen|dürfen|True
23445|aussiehen|Verb|aussehen|aussehen|True
23468|weckn|Verb|wecken|wecken|True
23559|Küs|Verb|küssen|küssen|True
23616|siehen|Verb|sehen|sehen|True
23691|aufReiß|Verb|aufreißen|aufreißen|True
23759|Aufgebrachte|Adjektiv|aufgebracht|aufgebracht|True
23864|wähln|Verb|wählen|wählen|True
23882|Irgendeinn|Pronomen|irgendein|irgendein|True
23912|ziehn|Verb|ziehen|ziehen|True
23917|bräuchte|Verb|brauchen|brauchen|True
23939|Different|Adjektiv|different|different|True
23977|fühln|Verb|fühlen|fühlen|True
24028|kanns|Verb|können|können|True
24030|weiterempfehln|Verb|weiterempfehlen|weiterempfehlen|True
24138|nenn|Verb|nennen|nennen|True
24163|hilf|Verb|helfen|helfen|True
24185|Uh|Interjektion|uh|uh|True
24208|aufreiß|Verb|aufreißen|aufreißen|True
24213|Genieß|Verb|genießen|genießen|True
24216|lebn|Verb|leben|leben|True
24277|Fahr|Verb|fahren|fahren|True
24295|dies-der|Pronomen|dieser|dieser|True
24321|Leb|Verb|leben|leben|True
24474|Nochmal|Adverb|nochmal|nochmal|True
24496|nimm|Verb|nehmen|nehmen|True
24543|habens|Verb|haben|haben|True
24564|steh|Verb|stehen|stehen|True
24575|wirkn|Verb|wirken|wirken|True
24594|erklärn|Verb|erklären|erklären|True
24664|findster|Verb|finden|finden|True
24665|Einn|Pronomen|ein|ein|True
24758|Hä|Interjektion|hä|hä|True
24779|mitfahr|Verb|mitfahren|mitfahren|True
24824|gabs|Verb|geben|geben|True
24825|diesеer|Pronomen|dieser|dieser|True
24832|еs|Pronomen|es|es|True
24846|zuschaun|Verb|zuschauen|zuschauen|True
24876|Rastet|Verb|rasten|rasten|True
24885|Einen|Artikel|einen|einen|True
24932|hinmussn|Verb|hinmüssen|hinmüssen|True
24933|Bleib|Verb|bleiben|bleiben|True
24934|zuhaus|Adjektiv|zu Hause|zu Hause|True
24993|Inklusive|Adjektiv|inklusiv|inklusiv|True
25036|zuschau|Verb|zuschauen|zuschauen|True
25094|Hat|Verb|haben|haben|True
25108|schenk|Verb|schenken|schenken|True
25112|Intime|Adjektiv|intim|intim|True
25126|ausprobiern|Verb|ausprobieren|ausprobieren|True
25132|erzähl|Verb|erzählen|erzählen|True
25133|Erzähl|Verb|erzählen|erzählen|True
25152|verlieb|Adjektiv|verliebt|verliebt|True
25165|küss|Verb|küssen|küssen|True
25173|küsse|Verb|küssen|küssen|True
25192|Unanständiges|Adjektiv|unanständig|unanständig|True
25203|liebstеn|Verb|lieben|lieben|True
25214|Dеnn|Adverb|denn|denn|True
25236|schließ|Verb|schließen|schließen|True
25253|wein|Verb|weinen|weinen|True
25254|Weinen|Verb|weinen|weinen|True
25266|penn|Verb|pennen|pennen|True
25272|tu|Verb|tun|tun|True
25371|Machts|Verb|machen|machen|True
25481|không|Adjektiv|nicht|nicht|True
25482|ai|Pronomen|wer|wer|True
25483|hiêu|Verb|verstehen|verstehen|True
25484|tôi|Pronomen|ich|ich|True
25513|Willst|Verb|wollen|wollen|True
25583|Trink|Verb|trinken|trinken|True
25608|Ritzen|Verb|ritzen|ritzen|True
25658|Lyrisch|Adjektiv|lyrisch|lyrisch|True
25682|Wow|Interjektion|wow|wow|True
25738|Boah|Interjektion|boah|boah|True
25757|diverser|Adjektiv|divers|divers|True
25772|Reden|Verb|reden|reden|True
25785|verklag|Verb|verklagen|verklagen|True
25922|forder|Verb|fordern|fordern|True
25932|Bundeslig|Substantiv|die Bundesliga|die Bundesliga|True
26000|denkn|Verb|denken|denken|True
26005|hams|Verb|hamstern|hamstern|True
26018|Direkt|Adjektiv|direkt|direkt|True
26028|festlegn|Verb|festlegen|festlegen|True
26036|Wiegen|Verb|wiegen|wiegen|True
26048|Schreib|Verb|schreiben|schreiben|True
26056|demonstrier|Verb|demonstrieren|demonstrieren|True
26067|beschmier|Verb|beschmieren|beschmieren|True
26072|nei-i-ein|Pronomen|ein|ein|True
26103|einsetzn|Verb|einsetzen|einsetzen|True
26110|Sexuellen|Adjektiv|sexuell|sexuell|True
26119|stelln|Verb|stellen|stellen|True
26127|Brülle|Verb|brüllen|brüllen|True
26148|Gratis|Adjektiv|gratis|gratis|True
26155|rechter|Adjektiv|recht|recht|True
26158|linker|Adjektiv|link|link|True
26196|rumnerven|Verb|nerven|nerven|True
26216|verweiger|Verb|verweigern|verweigern|True
26219|sagts|Verb|sagen|sagen|True
26348|starrn|Verb|starren|starren|True
26356|nanntest|Verb|nennen|nennen|True
26371|redeen|Verb|reden|reden|True
26382|find|Verb|finden|finden|True
26398|leisе|Adjektiv|leise|leise|True
26422|Häng|Verb|hängen|hängen|True
26505|aufFängt|Verb|auffangen|auffangen|True
26514|wären|Verb|sein|sein|True
26541|andern|Verb|ändern|ändern|True
26601|vergissen|Verb|vergessen|vergessen|True
26642|ranhäng|Verb|anhängen|anhängen|True
26667|häng|Verb|hängen|hängen|True
26682|Ölige|Adjektiv|ölig|ölig|True
26689|gelegt|Verb|legen|legen|True
26692|regenbogen|Substantiv|der Regenbogen|der Regenbogen|True
26701|Der|Artikel|der|der|True
26736|Respektieren|Verb|respektieren|respektieren|True
26741|Lackieren|Verb|lackieren|lackieren|True
26772|Knibbeln|Verb|knibbeln|knibbeln|True
26831|Canceln|Verb|canceln|canceln|True
26856|zurückWünscht|Verb|zurückwünschen|zurückwünschen|True
26927|Verbieten|Verb|verbieten|verbieten|True
26929|verwehrn|Verb|verwehren|verwehren|True
26931|werdet|Verb|werden|werden|True
27021|gefalln|Verb|gefallen|gefallen|True
27075|ablenk|Verb|ablenken|ablenken|True
27083|net|Adjektiv|nett|nett|True
27122|Fühl|Verb|fühlen|fühlen|True
27141|konzen|Verb|konzentrieren|konzentrieren|True
27147|En|Artikel|ein|ein|True
27189|dazugehörn|Verb|dazugehören|dazugehören|True
27383|wegNimm|Verb|wegnehmen|wegnehmen|True
27423|fake|Adjektiv|falsch|falsch|True
27424|news|Substantiv|die News|die News|True
27429|speech|Substantiv|die Speech|die Speech|True
27436|be|Verb|sein|sein|True
27437|like|Verb|mögen|mögen|True
27440|spam|Substantiv|der Spam|der Spam|True
27451|mitnehm|Verb|mitnehmen|mitnehmen|True
27460|Gefährlige|Adjektiv|gefährlich|gefährlich|True
27527|trink|Verb|trinken|trinken|True
27603|Erlebe|Verb|erleben|erleben|True
27633|kontrolliern|Verb|kontrollieren|kontrollieren|True
27756|Fremden|Substantiv|der Fremde|der Fremde|True
27817|kontrollier|Verb|kontrollieren|kontrollieren|True
27852|reien|Verb|reiten|reiten|True
27917|Denkst|Verb|denken|denken|True
28236|hingehn|Verb|hingehen|hingehen|True
28251|wien|Substantiv|Wien|Wien|True
28267|Gemeines|Substantiv|das Gemeine|das Gemeine|True
28274|außerirdische|Adjektiv|außerirdisch|außerirdisch|True
28456|fängen|Verb|fangen|fangen|True
28508|Wirf|Verb|werfen|werfen|True
28536|bau|Verb|bauen|bauen|True
28641|flüsteren|Verb|flüstern|flüstern|True
28802|vorstelln|Verb|vorstellen|vorstellen|True
28811|anstrengnd|Adjektiv|anstrengend|anstrengend|True
28852|anFängt|Verb|anfangen|anfangen|True
28854|irgendеtwas|Pronomen|irgendetwas|irgendetwas|True
28864|wеg|Adverb|weg|weg|True
28893|irgendwar|Pronomen|irgendwo|irgendwo|True
28925|Fängt|Verb|fangen|fangen|True
29035|träumst|Verb|träumen|träumen|True
29056|Ständig|Adjektiv|ständig|ständig|True
29085|fürchtest|Verb|fürchten|fürchten|True
29200|baun|Verb|bauen|bauen|True
29209|Tindern|Verb|tindern|tindern|True
29230|träumn|Verb|träumen|träumen|True
29241|ausbrechn|Verb|ausbrechen|ausbrechen|True
29246|Systеm|Substantiv|das System|das System|True
29252|andеrs|Adjektiv|anders|anders|True
29289|drehn|Verb|drehen|drehen|True
29302|verschwommn|Verb|verschwimmen|verschwimmen|True
29401|finds|Verb|finden|finden|True
29409|hinkomm|Verb|hinkommen|hinkommen|True
29637|ranfahr|Verb|ranfahren|ranfahren|True
29643|Wusst|Verb|wissen|wissen|True
29698|Merci|Interjektion|merci|merci|True
29702|Thats|Pronomen|das|das|True
29705|call|Verb|rufen|rufen|True
29752|legn|Verb|legen|legen|True
29754|unserr|Pronomen|unser|unser|True
29776|Verflossenem|Adjektiv|verflossen|verflossen|True
29777|Schwimmt|Verb|schwimmen|schwimmen|True
29797|fleigen|Verb|fliegen|fliegen|True
29824|fällts|Verb|fällen|fällen|True
29832|Zurückholn|Verb|zurückholen|zurückholen|True
29847|Zwischendrin|Adverb|zwischendrin|zwischendrin|True
29852|beginnn|Verb|beginnen|beginnen|True
29875|Es-es|Pronomen|es|es|True
29879|Wunderbar|Adjektiv|wunderbar|wunderbar|True
29889|Gedank|Substantiv|der Gedanke|der Gedanke|True
29943|Surreal|Adjektiv|surreal|surreal|True
29962|su|Pronomen|du|du|True
30030|Ciao|Interjektion|ciao|ciao|True
30042|Trafen|Verb|treffen|treffen|True
30120|Bringen|Verb|bringen|bringen|True
30276|Bewegen|Verb|bewegen|bewegen|True
30344|verschwende|Verb|verschwenden|verschwenden|True
30396|aufFang|Verb|auffangen|auffangen|True
30448|Musst|Verb|müssen|müssen|True
30480|Taking|Verb|nehmen|nehmen|True
30491|sixteen|Numeral|sechzehn|sechzehn|True
30495|us|Pronomen|wir|wir|True
30496|smoking|Verb|rauchen|rauchen|True
30497|drinking|Verb|trinken|trinken|True
30498|beer|Substantiv|das Bier|das Bier|True
30500|roof|Substantiv|das Dach|das Dach|True
30501|Hope|Substantiv|die Hoffnung|die Hoffnung|True
30503|wont|Verb|werden|werden|True
30506|she|Pronomen|sie|sie|True
30508|disapprove|Verb|missbilligen|missbilligen|True
30531|ham|Verb|haben|haben|True
30550|aufgenommn|Verb|aufnehmen|aufnehmen|True
30562|bekomm|Verb|bekommen|bekommen|True
30568|ausghen|Verb|ausgehen|ausgehen|True
30631|blick|Substantiv|der Blick|der Blick|True
30646|schwärm|Verb|schwärmen|schwärmen|True
30657|Throwing|Verb|werfen|werfen|True
30659|empty|Adjektiv|leer|leer|True
30660|bottles|Substantiv|die Flasche|die Flasche|True
30663|floor|Substantiv|der Boden|der Boden|True
30664|Were|Verb|sein|sein|True
30665|running|Verb|laufen|laufen|True
30671|some|Pronomen|einige|einige|True
30673|The|Artikel|der|der|True
30676|long|Adjektiv|lang|lang|True
30678|hot|Adjektiv|heiß|heiß|True
30684|hope|Substantiv|die Hoffnung|die Hoffnung|True
30685|tomorrow|Substantiv|morgen|morgen|True
30686|we|Pronomen|wir|wir|True
30689|late|Adjektiv|spät|spät|True
30691|school|Substantiv|die Schule|die Schule|True
30699|Laber|Verb|labern|labern|True
30708|abend|Substantiv|der Abend|der Abend|True
30765|erfahrn|Verb|erfahren|erfahren|True
30819|blickn|Verb|blicken|blicken|True
30845|Ha|Interjektion|ha|ha|True
30846|Jön|Verb|gehen|gehen|True
30855|Az|Pronomen|das|das|True
30856|odaviszed|Verb|mitnehmen|mitnehmen|True
30858|Attól|Pronomen|davon|davon|True
30859|majd|Adverb|dann|dann|True
30860|megváltozik|Verb|verändern|verändern|True
30863|És|Konjunktion|und|und|True
30864|egész|Adjektiv|ganz|ganz|True
30865|nap|Substantiv|der Tag|der Tag|True
30866|Mondogatod|Verb|sagen|sagen|True
30868|Minek|Pronomen|warum|warum|True
30870|mi|Pronomen|was|was|True
30872|meg|Verb|nehmen|nehmen|True
30875|nincs|Verb|sein|sein|True
30876|Mikor|Adverb|wann|wann|True
30879|Kattan|Verb|klicken|klicken|True
30885|változtatnál|Verb|verändern|verändern|True
30886|De|Konjunktion|aber|aber|True
31120|Ham|Verb|haben|haben|True
31178|beschwer|Verb|beschweren|beschweren|True
31197|waren|Verb|sein|sein|True
31226|bräuchen|Verb|brauchen|brauchen|True
31270|fands|Verb|finden|finden|True
31357|gehten|Verb|gehen|gehen|True
31361|verlässen|Verb|verlassen|verlassen|True
31406|stirben|Verb|sterben|sterben|True
31415|wunde|Substantiv|die Wunde|die Wunde|True
31430|brichen|Verb|brechen|brechen|True
31435|sche|Verb|scheinen|scheinen|True
31455|Kommst|Verb|kommen|kommen|True
31460|drück|Verb|drücken|drücken|True
31598|hochzieh|Verb|hochziehen|hochziehen|True
31612|zurückdreh|Verb|zurückdrehen|zurückdrehen|True
31642|mitKommst|Verb|mitkommen|mitkommen|True
31711|zwanzigrad|Numeral|zwanzig|zwanzig|True
31728|kaltdass|Adjektiv|kalt|kalt|True
31732|gfrieren|Verb|gefrieren|gefrieren|True
31745|glitzeren|Verb|glitzern|glitzern|True
31771|blieben|Verb|bleiben|bleiben|True
31804|Typisch|Adjektiv|typisch|typisch|True
31820|vorbeiEin|Adverb|vorbei|vorbei|True
31866|Alsie|Verb|sein|sein|True
31872|tuedass|Verb|tun|tun|True
31889|Frier|Verb|frieren|frieren|True
31929|herhol|Verb|herholen|herholen|True
31934|wähl|Verb|wählen|wählen|True
31943|Dummich|Interjektion|dumm|dumm|True
31958|hamwa|Verb|haben|haben|True
31963|müd|Adjektiv|müde|müde|True
31988|Big|Adjektiv|groß|groß|True
31989|Bang|Adjektiv|knallen|knallen|True
32111|Früher|Adjektiv|früher|früher|True
32252|getrüben|Verb|trüben|trüben|True
32256|Möge|Verb|mögen|mögen|True
32294|ann|Verb|an|an|True
32304|scheissen|Verb|scheißen|scheißen|True
32371|asphaltiern|Verb|asphaltieren|asphaltieren|True
32418|discovern|Verb|entdecken|entdecken|True
32429|Dеutsche|Adjektiv|deutsch|deutsch|True
32620|Wäre|Verb|sein|sein|True
32678|gehörn|Verb|gehören|gehören|True
32679|Gestatt|Verb|gestatten|gestatten|True
32744|Lebenslang|Adjektiv|lebenslang|lebenslang|True
32771|sichs|Pronomen|sich|sich|True
32795|Romantische|Adjektiv|romantisch|romantisch|True
32975|schwengen|Verb|schwingen|schwingen|True
33010|Fällst|Verb|fallen|fallen|True
33021|findest|Verb|finden|finden|True
33068|Leisen|Adjektiv|leise|leise|True
33086|eure|Pronomen|euer|euer|True
33122|schmeiß|Verb|schmeißen|schmeißen|True
33146|ruhigen|Adjektiv|ruhig|ruhig|True
33148|Zerbrechlichen|Adjektiv|zerbrechlich|zerbrechlich|True
33155|verdächtige|Adjektiv|verdächtig|verdächtig|True
33352|Hätte|Verb|haben|haben|True
33371|ick|Pronomen|ich|ich|True
33373|dit|Pronomen|das|das|True
33376|jern|Pronomen|irgend|irgend|True
33381|keen|Adjektiv|kein|kein|True
33388|jewonnen|Verb|gewinnen|gewinnen|True
33420|anner|Adjektiv|ander|ander|True
33424|se|Pronomen|sie|sie|True
33431|palavert|Verb|palavern|palavern|True
33472|jeschmissen|Verb|schmeißen|schmeißen|True
33503|Is|Verb|sein|sein|True
33533|eener|Pronomen|ein|ein|True
33546|jewesen|Verb|sein|sein|True
33547|Hätten|Verb|haben|haben|True
33593|Birnen|Substantiv|die Birne|die Birne|True
33594|einjeweckt|Verb|einwecken|einwecken|True
33607|icke|Pronomen|ich|ich|True
33608|jetze|Adverb|jetzt|jetzt|True
33622|allet|Pronomen|alles|alles|True
33656|keener|Adjektiv|kein|kein|True
33667|kleen|Adjektiv|klein|klein|True
33691|Haste|Verb|haben|haben|True
33692|irgendwat|Pronomen|irgendwas|irgendwas|True
33694|jemacht|Verb|machen|machen|True
33711|jehst|Verb|gehen|gehen|True
33740|Ick|Pronomen|ich|ich|True
33754|hälen|Verb|halten|halten|True
33756|et|Pronomen|es|es|True
33826|druff|Adjektiv|drauf|drauf|True
33935|aufgehört|Verb|aufhören|aufhören|True
33986|kriegn|Verb|kriegen|kriegen|True
34011|birgen|Verb|bergen|bergen|True
34082|pfeifn|Verb|pfeifen|pfeifen|True
34151|trinkn|Verb|trinken|trinken|True
34278|Schweigefuch|Substantiv|der Schweigefuchs|der Schweigefuchs|True
34356|war|Verb|sein|sein|True
34371|Twittern|Verb|twittern|twittern|True
34408|World|Substantiv|die Welt|die Welt|True
34629|meinst|Verb|meinen|meinen|True
34637|Bestimmen|Verb|bestimmen|bestimmen|True
34664|rannen|Verb|rennen|rennen|True
34737|aufbiss|Verb|aufbeißen|aufbeißen|True
34773|chilln|Verb|chillen|chillen|True
34781|Heb|Verb|heben|heben|True
34856|fly|Adjektiv|fliegen|fliegen|True
