|word_deu|part_of_speech|word_eng
53070.0|der Terror|noun|terror
53072.0|Brüssel|noun|Brussels
53077.0|schmelzen|verb|to melt
53079.0|die Regierung|noun|government
53129.0|klingeln|verb|ring
53136.0|der Lieferant|noun|the supplier
53140.0|das Symbol|noun|symbol
53156.0|gebacken|adjective|baked
53189.0|der Revolutionär|noun|the revolutionary
53199.0|die Herkunft|noun|origin
53209.0|die Tomatensoße|noun|the tomato sauce
53211.0|der Käse|noun|the cheese
53258.0|die Pizzeria|noun|pizzeria
53276.0|die Calzone|Nomen|the calzone
53369.0|fernsehen|verb|to watch TV
53380.0|stürzen|verb|fall
53386.0|der Oregano|noun|the oregano
53461.0|die Latte|Noun|the bar (e.g., for jumping)
53465.0|flat|Adjective|flat
53484.0|Wittenberg|Noun|Wittenberg
53485.0|Cloppenburg|Noun|Cloppenburg
53486.0|Haldensleben|Noun|Haldensleben
53497.0|Schulz|Noun|Schulz
53593.0|Jan|Noun|Jan
53616.0|die Neun|Noun|the nine
53622.0|Ex-Freund|Noun|ex-boyfriend
53624.0|der Herzschmerz|Noun|the heartbreak
53688.0|rauswollen|verb|to want to go out
53726.0|aktualisieren|Verb|to update
53750.0|Rathenow|Noun|Rathenow
53755.0|das Go|Noun|Go (board game)
53893.0|der ICE|Noun|the ICE (intercity express train)
53894.0|unverschämt|Adjective|shameless
54069.0|maximal|Adjective|maximum
54078.0|das Fairplay|Noun|fair play
54091.0|die Bildung|Noun|education
54101.0|die Story|Noun|the story
54111.0|Jugendphase|Noun|youth phase
54136.0|x|Noun|x
54164.0|regnen|Verb|to rain
54169.0|die Soap|Noun|the soap opera
54186.0|der Bach|Noun|the stream
54226.0|chillen|Verb|relax
54228.0|gigantisch|Adjective|gigantic
54229.0|der Berggipfel|Noun|the mountain peak
54277.0|das Herren-WC|Noun|the men's restroom
54279.0|herbstlich|Adjective|autumnal
54280.0|die Szene|noun|the scene
54378.0|episch|Adjective|epic
54379.0|der Fight|Noun|the fight
54383.0|das H|Noun|the H
54385.0|der Zuschauer|Noun|the spectator
54402.0|entfernt|Adjective|distant
54429.0|nirgendwo|adverb|nowhere
54459.0|die Action|noun|the action
54462.0|die Comedy|Noun|comedy
54483.0|der Kinofilm|Noun|the movie
54575.0|der Beruf|noun|profession
54576.0|tätig|Adjective|active
54581.0|scheitern|Verb|to fail
54615.0|der Englischlehrer|Noun|the English teacher
54617.0|der Entertainer|Noun|the entertainer
54634.0|Angela|Noun|Angela
54640.0|die China|Noun|China
54645.0|schiefgehen|Verb|to go wrong
54667.0|verletzt|Adjective|injured
54671.0|die Schokolade|Noun|the chocolate
54721.0|das Taxi|noun|taxi
54721.001|der Taxi|noun|taxi driver
54722.0|der Driver|noun|driver
54723.0|der Jet|noun|jet
54724.0|Lis|noun|Lis (name)
54727.0|der Webdesigner|noun|web designer
54731.0|der Extremsportler|noun|extreme sportsman
54734.0|der Reporter|noun|reporter
54735.0|der Skateboarder|noun|skateboarder
54736.0|der Seefahrer|noun|seafarer
54737.0|der Gay|noun|gay
54744.0|der Kriegsverbrecher|noun|war criminal
54748.0|feuern|verb|to fire (a weapon)
54764.0|auf-|preposition|on, onto
54838.0|der Passagier|noun|passenger
54843.0|der Pilot|noun|pilot
54857.0|ärztlich|adjective|medical
54977.0|Aye|interjection|aye
54987.0|der Schwachsinn|noun|nonsense
54994.0|arisch|adjective|Aryan
55033.0|das No|noun|no
55114.0|wählen|verb|choose
55135.0|der Demagoge|noun|demagogue
55162.0|fünfte|adjective|fifth
55187.0|der Hammer|noun|hammer
55250.0|hineinschauen|verb|to look inside
55338.0|national|adjective|national
55376.0|ausschalten|verb|to turn off
55551.0|der Blumenduft|noun|flower scent
55556.0|Jugendclub|noun|youth club
55576.0|pushen|verb|to push
55583.0|älter|adjective|older
55602.0|nutzlos|adjective|useless
55642.0|die Ernährung|noun|nutrition
55643.0|dienen|verb|to serve
55659.0|riesig|adjective|huge
55669.0|zivilisieren|verb|to civilize
55696.0|die Unterhose|noun|underpants
55733.0|pp|abbreviation|personal pronoun
55743.0|regnerisch|adjective|rainy
56020.0|high|adjective|high
56184.0|stöhnen|verb|to groan
56348.0|reservieren|verb|reserve
56398.0|die Mail|noun|email
56398.001|das Mail|Noun|email
56413.0|die Computerstimme|noun|computer voice
56466.0|der Call|noun|call
56474.0|der Mitarbeiter|noun|employee
56517.0|die Fahrradkette|noun|bicycle chain
56534.0|die AfD|noun|AfD
56592.0|tschüss|interjection|goodbye
56652.0|der Lautsprecher|noun|loudspeaker
56678.0|telefonieren|verb|to call
56684.0|dauern|verb|to last
56689.0|der Proviant|noun|provisions
56725.0|religiös|adjective|religious
56726.0|die Minderheit|noun|minority
56816.0|der Hörer|noun|listener, receiver
56871.0|der Ventilator|noun|fan
56915.0|das Salzwasser|noun|saltwater
56933.0|der Oktopus|noun|octopus
56989.0|das Element|noun|element
56992.0|die PR|noun|PR (public relations)
56992.001|der PR|noun|PR (public relations)
56994.0|die Hitze|noun|heat
57001.0|den|pronoun|the (accusative)
57073.0|der Hai|noun|shark
57149.0|der Müller|noun|miller
57185.0|circa|preposition|about, approximately
57272.0|der Riese|noun|giant
57272.001|die Riese|noun|giant
57305.0|das Pikachu|noun|Pikachu (fictional character)
57318.0|die BAM|noun|BAM (abbreviation for Federal Agency for Technical Relief)
57392.0|das Lasso|noun|lasso
57392.001|der Lasso|noun|lasso
57404.0|Fangirl|noun|fangirl
57421.0|die Backstage|noun|backstage
57421.001|das Backstage|noun|backstage
57500.0|klarmachen|verb|to make clear
57510.0|sämtlich|adjective|all
57603.0|rausholen|verb|to fetch out
57672.0|feucht|adjective|damp, moist
57738.0|permanent|adjective|permanent
57776.0|Mordgedanke|noun|murderous thought
57921.0|das Feld|noun|the field
57945.0|spazieren|verb|to stroll
58066.0|der Schwarzwald|noun|Black Forest
58072.0|das Rheinland|noun|Rhine region
58079.0|die Pfalz|noun|Palatinate
58085.0|Thüringen|noun|Thuringia
58097.0|Mecklenburg-Vorpommern|noun|Mecklenburg-Vorpommern
58127.0|polnisch|adjective|Polish
58141.0|zurückschauen|verb|to look back
58197.0|das Maß|noun|measure
58197.001|die Maß|noun|measure (beer mug)
58273.0|die Gier|noun|greed
58315.0|die Harmonie|noun|harmony
58375.0|das Wörterbuch|noun|dictionary
58380.0|das Z|noun|the Z
58593.0|Hasenauge|noun|rabbit's eye
58850.0|fern|adjective|distant
58946.0|die Information|noun|information
58992.0|davonlaufen|verb|to run away
59003.0|die Weltbevölkerung|noun|world population
59110.0|Farin|noun|Farin (a person's name)
59149.0|verfickt|adjective|damned
59201.0|bellen|verb|to bark
59209.0|das RTL|noun|RTL (television channel)
59473.0|malen|verb|to paint
59662.0|der Pelikan|noun|pelican
59675.0|die Pose|noun|pose
59718.0|weggucken|verb|to look away
59724.0|Security|noun|security
59729.0|die Epilepsie|noun|epilepsy
59741.0|das Ecstasy|noun|ecstasy
59741.001|die Ecstasy|noun|ecstasy
59801.0|Breakdance|noun|breakdance
59804.0|der Standard|noun|standard
59813.0|Rhytmus|noun|rhythm
59919.0|das Vibrieren|noun|vibrating
59932.0|die Discokugel|noun|disco ball
59975.0|v|abbreviation|v (for velocity or volume)
60011.0|Move|noun|move
60159.0|akzeptabel|adjective|acceptable
60240.0|Nay|noun|nay (no)
60393.0|der Kritiker|noun|critic
60458.0|das Super|noun|super
60464.0|der Loser|noun|loser
60546.0|staubig|adjective|dusty
60575.0|das Chaos|noun|chaos
60608.0|das Klischee|noun|cliché
60617.0|der Zirkus|noun|circus
60624.0|der Clown|noun|clown
60637.0|der Jongleur|noun|juggler
60663.0|lehnen|verb|to lean
60678.0|geschlossen|adjective|closed
60679.0|die Boutique|noun|boutique
60685.001|das Tram|noun|tram
60685.002|der Tram|noun|tram
60689.0|das Hotel|noun|the hotel
60694.0|die Pussy|noun|pussy
60698.0|der Abschied|noun|farewell
60707.0|das Sofa|noun|sofa
60746.0|das Mondlicht|noun|moonlight
60814.0|die Matratze|noun|mattress
60846.0|die Tanzstunde|noun|dance lesson
60849.0|der Foxtrott|noun|foxtrot
60853.0|interessiert|adjective|interested
60871.0|das Rollenspiel|noun|role play
60892.0|rassistisch|adjective|racist
60902.0|der Reflex|noun|reflex
60909.0|irritieren|verb|to irritate
60919.0|reagieren|verb|to react
60959.0|der Stil|noun|style
60961.0|die Formulierung|noun|formulation
60967.0|das Taktgefühl|noun|sense of timing
60997.0|das Paar|noun|pair
60997.001|die Paar|noun|couple
61054.0|überlegen|Verb|to consider
61107.0|der Dialog|noun|dialogue
61115.0|der Haken|noun|hook
61123.0|humorlos|adjective|humorless
61173.0|diskriminieren|verb|to discriminate
61313.0|betonen|verb|to emphasize
61483.0|das Riesenglück|noun|great luck
61548.0|die Akazie|noun|acacia
61550.0|die Dorade|noun|dorado
61554.0|der Pier|noun|pier
61554.001|die Pier|noun|pier
61560.0|Kinderkarussell|noun|children's carousel
61571.0|der Zentimeter|noun|centimeter
61571.001|das Zentimeter|noun|centimeter
61579.0|die Kulisse|noun|scenery
61590.0|der Hof|noun|courtyard
61608.0|der Pool|noun|pool
61608.001|das Pool|noun|pool
61615.0|der Damenschuh|noun|women's shoe
61619.0|die Fassade|noun|facade
61653.0|das Café|noun|café
61662.0|der Fischer|noun|fisherman
61671.0|dolce|adjective|sweet
61672.0|die Vita|noun|life
61676.0|der Sonnenschein|noun|sunshine
61800.0|verfluchen|Verb|to curse
61830.0|schrecklich|adjective|terrible
61858.0|die Zärtlichkeit|noun|tenderness
61891.0|die Barrikade|noun|barricade
61904.0|die Antifa|noun|the Antifa
61917.0|schizophren|adjective|schizophrenic
61918.0|bipolar|adjective|bipolar
61936.0|asozial|adjective|antisocial
61957.0|das Highlight|noun|highlight
62048.0|intensiv|adjective|intensive
62072.0|der Freak|noun|freak
62114.0|Köln|noun|Cologne
62117.0|Linz|noun|Linz
62120.0|Frankfurt|noun|Frankfurt
62122.0|Hamburg|noun|Hamburg
62125.0|teuer|adjective|expensive
62128.0|balancieren|verb|to balance
62130.0|die Wien|noun|Vienna
62185.0|Joel|noun|Joel (a person's name)
62300.0|der Rave|noun|rave
62300.001|das Rave|noun|rave
62312.0|das Commitment|noun|commitment
62376.0|der One-Night-Stand|noun|one-night stand
62473.0|bitter|adjective|bitter
62483.0|cl|abbreviation|cl (short for classic or clearance)
62577.0|müde|adjective|tired
62681.0|die Melancholie|noun|melancholy
62716.0|diffus|adjective|diffuse
62733.0|winzig|adjective|tiny
62734.0|die Kanone|noun|cannon
62738.0|die Romantik|noun|the romance
62741.0|die Lampe|noun|lamp
62748.0|das Pathos|noun|pathos
62769.0|neurotisch|adjective|neurotic
62849.0|das Normal|noun|normal
62859.0|s|noun|s
62861.0|der Rotwein|noun|the red wine
62864.0|Moskau|noun|Moscow
62871.0|die Rockmusik|noun|rock music
62881.0|der Rosengarten|noun|rose garden
62944.0|das Kino|Noun|cinema
62948.0|der Farbfilm|noun|color film
63055.0|addieren|verb|to add
63061.0|dividieren|verb|to divide
63089.0|die Mathematik|noun|mathematics
63129.0|hä|interjection|huh
63130.0|die Integration|noun|integration
63131.0|die Geometrie|noun|geometry
63133.0|diese|pronoun|this
63134.0|der Quotient|noun|quotient
63139.0|später|adjective|later
63177.0|der Hash|noun|hash
63229.0|Ex-Frau|noun|ex-wife
63316.0|der Dollar|noun|dollar
63483.0|fix|adjective|quick
63504.0|Emma|noun|Emma (a person's name)
63817.0|die Algebra|noun|algebra
63818.0|not|Adverb|not
63819.0|important|adjective|important
63857.0|der Joint|noun|joint (cannabis)
63891.0|das Porträt|noun|portrait
63912.0|die Ferien|noun|vacation
63915.0|happy|adjective|happy
63919.0|die Adresse|noun|address
63949.0|die Back|noun|the oven
63949.001|der Back|noun|the bake
63999.0|Bye|noun|bye
64009.0|beschließen|verb|to decide
64131.0|aggressiv|adjective|aggressive
64150.0|der Crack|noun|crack (drug)
64150.001|das Crack|noun|crack (drug)
64244.0|sauber|adjective|clean
64251.0|das Kindheitstrauma|noun|childhood trauma
64293.0|die Weihnachtsgans|noun|Christmas goose
64308.0|das Fach|noun|subject (school)
64308.0|die Frikadelle|noun|meatball
64400.0|das Plusquamperfekt|noun|pluperfect
64418.0|Russisch|adjective|Russian
64451.0|prophylaktisch|adjective|prophylactic
64468.0|das Opium|noun|opium
64558.0|legendär|adjective|legendary
64657.0|der Massenmörder|noun|mass murderer
64664.0|der Mord|noun|murder
64671.0|der Prozess|noun|trial
64722.0|Kickdown|noun|kickdown (in driving)
64731.0|die Kavallerie|noun|cavalry
64742.0|die Attacke|noun|attack
64761.0|offensiv|adjective|offensive
64762.0|verteidigen|verb|to defend
64772.0|beleidigen|verb|to insult
64779.0|die Alternative|noun|alternative
64791.0|kollegial|adjective|collegial
64794.0|Akteneinsicht|noun|access to records
64838.001|der Fax|noun|fax
64860.0|die Zivilisation|noun|civilization
64870.0|mitmachen|verb|to participate
64917.0|der Stalin|noun|Stalin
64918.0|Stalingrad|noun|Stalingrad
64933.0|der Tipp|Noun|tip
64953.0|herab|adverb|down
64963.0|zuckersüß|adjective|sugar-sweet
64974.0|die Fahrtrichtung|noun|direction of travel
64992.0|Ingo|noun|Ingo (a person's name)
64999.0|das Staatsexamen|noun|state exam
65019.0|die Miene|noun|facial expression
65027.0|die Kantine|noun|canteen
65083.0|leck|adjective|leaky
65130.0|gebildet|adjective|educated
65232.0|exekutieren|verb|to execute
65238.0|der Gleichschritt|noun|marching in step
65242.0|Attention|noun|attention
65255.0|die Manieren|noun|manners
65294.0|der Superstar|noun|superstar
65315.0|die Philosophie|noun|philosophy
65336.0|Message|noun|message
65356.0|dahinter|adverb|behind it
65414.0|der Journalist|noun|journalist
65419.0|die Hochkultur|noun|high culture
65435.0|das Studium|noun|studies
65667.0|scharf|adjective|sharp
65836.001|die Beta|noun|beta
65843.0|der Mentor|noun|mentor
65856.0|das Cash|noun|cash
65860.0|Mio|abbreviation|million
65878.0|die Sphinx|noun|sphinx
65878.001|der Sphinx|noun|sphinx
65901.0|tätowieren|verb|to tattoo
65918.0|surfen|verb|to surf
65924.0|die Berufsschule|noun|vocational school
65929.0|der Gourmet|noun|gourmet
65960.0|das Signal|noun|signal
65963.0|der Markt|noun|the market
66182.0|der Flüchtling|noun|refugee
66199.0|populistisch|adjective|populist
66200.0|die Sicherheitspolitik|noun|security policy
66217.0|die Talkshow|noun|talk show
66229.0|das Interesse|noun|interest
66274.0|jährlich|adjective|annual
66298.0|Rainer|noun|Rainer (a person's name)
66333.0|der Populist|noun|populist
66346.0|die Ordnung|noun|order
66369.0|markieren|verb|to mark
66393.0|die Portion|noun|portion
66427.0|streng|adjective|strict
66489.0|der Lobbyist|noun|lobbyist
66500.0|gierig|adjective|greedy
66511.0|das Liedchen|noun|little song
66515.0|das End|noun|end
66549.0|kaltblütig|adjective|cold-blooded
66551.0|kriminell|adjective|criminal
66610.0|stets|adverb|always
66611.0|fordern|verb|to demand
66642.0|observieren|verb|to observe
66661.0|die Tanzlehrerin|noun|female dance teacher
66665.0|der Tanzkurs|noun|dance class
66668.0|buchen|verb|to book
66682.0|praktizieren|verb|to practice
66769.0|montags|adjective|on Mondays
66860.0|die Gesangslehrerin|noun|female vocal coach
67013.0|das Gleichgewicht|noun|balance
67112.0|das Talent|noun|talent
67117.0|rastlos|adjective|restless
67222.0|die Physionomie|noun|physiognomy
67315.0|stattdessen|adverb|instead
67316.0|die Polonaise|noun|Polonaise (dance)
67350.0|das Hashtag|noun|hashtag
67350.001|der Hashtag|noun|hashtag
67363.0|die Glühbirne|noun|lightbulb
67385.0|die Uni|noun|the university
67385.001|das Uni|noun|the university
67426.0|die Tafel|noun|the board
67428.0|der Prof|noun|professor (informal)
67439.0|der Vortrag|noun|lecture
67497.0|der Klassenlehrer|noun|class teacher
67501.0|das Casino|noun|casino
67508.0|die Prüfung|noun|exam
67585.0|reproduzieren|verb|to reproduce
67642.0|übermorgen|adverb|the day after tomorrow
67643.0|selb|pronoun|self
67657.0|googlen|verb|google
67671.0|die Sekunde|noun|second
67689.0|der Kalender|noun|calendar
67696.0|der Kurs|noun|course
67705.0|verändern|verb|to change
67773.0|das Update|noun|update
67773.001|der Update|noun|update
67775.0|Allah|noun|Allah
67867.0|die U-Bahn|noun|the subway
67901.0|triggern|verb|to trigger
67906.0|das Headset|noun|headset
67906.001|der Headset|noun|headset
67928.0|pädagogisch|adjective|pedagogical
68040.0|entnazifizieren|verb|to denazify
68051.0|deeskalieren|verb|to deescalate
68091.0|die Karte|Noun|card
68098.0|der Promi|noun|celebrity
68098.001|die Promi|noun|celebrity
68102.0|das Ficken|Nomen|the sex
68117.0|die Beleidigung|noun|insult
68167.0|intervenieren|verb|to intervene
68171.0|demokratisieren|verb|to democratize
68176.0|bombardieren|verb|to bombard
68181.0|privatisieren|verb|to privatize
68184.0|der Konzern|noun|corporation
68185.0|expandieren|verb|to expand
68188.0|investieren|verb|to invest
68220.0|der Borg|noun|borg (fictional or collective)
68221.0|assimilieren|verb|to assimilate
68227.0|installieren|verb|to install
68271.0|der Toaster|noun|toaster
68287.0|Dispo|noun|disposition (short for)
68288.0|online|adjective|online
68300.0|grinsen|verb|to grin
68371.0|die Hotline|noun|hotline
68412.0|das Parlament|noun|parliament
68417.0|der Volksvertreter|noun|representative
68463.0|der Buchstabe|noun|letter (alphabet)
68516.0|der Zufall|noun|the coincidence
68527.0|paranoid|adjective|paranoid
68580.0|lustig|adjective|funny
68644.0|schmutzig|adjective|dirty
68646.0|wertvoll|adjective|valuable
68671.0|das Lamm|noun|the lamb
68704.0|die Belohnung|noun|reward
68739.0|ha|interjection|ha
68747.0|Vera|noun|Vera
68770.0|die Challenge|noun|challenge
68782.0|der Gag|noun|gag
68784.0|die Granate|noun|grenade
68827.0|vibrieren|verb|to vibrate
68829.0|unrasiert|adjective|unshaven
68835.0|rasieren|verb|to shave
68878.0|das Model|noun|the model
68878.001|der Model|noun|model
68891.0|der Fake|noun|fake
68909.0|Günther|noun|Günther
68913.0|der Guido|noun|Guido
68913.0|die Forderung|noun|demand
68936.0|offensichtlich|adjective|obvious
68953.0|hmm|interjection|hmm
68962.0|Beatrix|noun|Beatrix
68972.0|vermuten|verb|to suspect
68977.0|Marcus|noun|Marcus
68992.0|heulen|verb|to howl
69013.0|der Klick|noun|click
69088.0|ups|interjection|oops
69096.0|Hate-Speech|noun|hate speech
69101.0|e|noun|e
69117.0|der Clickbait|noun|the clickbait
69117.001|das Clickbait|noun|clickbait
69117.002|die Clickbait|noun|clickbait
69125.0|grüßen|verb|to greet
69172.0|der Krankenwagen|noun|ambulance
69242.0|das Wassermolekül|noun|water molecule
69243.0|das Streichholz|noun|matchstick
69245.0|der Kanister|noun|canister
69280.0|der Neuanfang|noun|new beginning
69282.0|dunkeln|verb|to darken
69377.0|tropfen|verb|to drop
69388.0|fluchen|verb|to curse
69430.0|die Panik|Noun|panic
69547.0|danke|interjection|thank you
69605.0|die Saison|noun|season
69614.0|mild|adjective|mild
69622.0|Ok|interjection|ok
69647.0|die Xenophobie|noun|xenophobia
69651.0|die Banalität|noun|banality
69657.0|die Tendenz|noun|tendency
69671.0|fanatisieren|verb|to fanatize
69681.0|das Kostüm|noun|the costume
69687.0|propagieren|verb|to propagate
69696.0|ablehnen|verb|to reject
69714.0|konkret|adjective|concrete
69737.0|retro|adjective|retro
69893.0|dosieren|verb|to dose
69931.0|der Augenkontakt|noun|eye contact
69960.0|das Space|noun|space
69972.0|stalken|verb|to stalk
70167.0|die Epoche|noun|epoch
70201.0|gleichzeitig|adjective|simultaneous
70209.0|zünden|verb|to ignite
70223.0|regen|verb|to rain
70304.0|lebendig|adjective|alive
70372.0|das On|noun|on
70375.0|à|preposition|to
70392.0|f|noun|f
70394.0|ces|noun|ces
70408.0|des|article|of
70450.0|der Antifaschist|noun|anti-fascist
70527.0|rauslassen|verb|let out
70549.0|der Minister|noun|minister
70567.0|schwarz-weiß-rot|adjective|black-white-red
70576.0|Christian|noun|Christian
70580.0|das Kokain|noun|cocaine
70654.0|die Todesliste|noun|death list
70661.0|Trollarmee|noun|troll army
70672.0|die Kriminelle|noun|criminal
70673.0|unfreiwillig|adjective|involuntary
70674.0|zölibatär|adjective|celibate
70687.0|aufeinander|adverb|on top of each other
70690.0|destabilisieren|verb|to destabilize
70697.0|das Massaker|noun|massacre
70703.0|warnen|verb|to warn
70710.0|der Hitlergruß|noun|Hitler salute
70721.0|das Net|noun|net
70724.0|der Judenhass|noun|anti-Semitism
70787.0|das PDF|noun|PDF
70787.001|die PDF|noun|PDF
70793.0|die Richterin|noun|female judge
70800.0|fünftausend|noun|five thousand
70801.0|die SMS|noun|SMS
70801.001|das SMS|noun|SMS
70801.002|der SMS|noun|SMS
70810.0|die Firewall|noun|firewall
70810.001|der Firewall|noun|firewall
70904.0|demokratisch|adjective|democratic
70910.0|faschistisch|adjective|fascist
70948.0|hinaus|adverb|out
70958.0|Lindner|noun|Lindner
70969.0|reinlassen|verb|to let in
70995.0|das Gender|noun|gender
71021.0|einbringen|verb|to bring in
71030.0|der Redner|noun|speaker
71054.0|der Parlamentarismus|noun|parliamentarism
71068.0|die Provokation|noun|provocation
71073.0|die Fraktion|noun|faction
71080.0|das Adieu|noun|farewell
71110.0|der Führer|noun|leader
71120.0|Polen|proper noun|Poland
71122.0|Frankreich|noun|France
71140.0|die Pension|noun|pension
71189.0|frustrieren|verb|to frustrate
71214.0|die Schweiz|noun|Switzerland
71315.0|Kinderland|noun|children's land
71343.0|sächsisch|adjective|Saxon
71385.0|Fußschweiß|noun|foot sweat
71397.0|das Geburtstagsgeschenk|noun|birthday gift
71428.0|die Christin|noun|Christian (female)
71449.0|amerikanisch|adjective|American
71450.0|der Songwriter|noun|songwriter
71479.0|stündlich|adjective|hourly
71591.0|der Erfolg|noun|success
71593.0|Wolfsburg|noun|Wolfsburg
71611.0|menschlich|adjective|human
71631.0|der Zylinder|noun|cylinder
71656.0|stabil|adjective|stable
71679.0|der Boulevard|noun|boulevard
71691.0|mühsam|adjective|laborious
71693.0|das Schicksal|noun|destiny
71785.0|der Tunnel|noun|tunnel
71790.0|die Wirtschaft|noun|economy
71865.0|steigen|verb|to climb
71890.0|die Finanzkrise|noun|financial crisis
71896.0|der Terrorismus|noun|terrorism
71960.0|Alpen|noun|Alps
71987.0|Afrika|proper noun|Africa
71996.0|fließen|Verb|to flow
72013.0|der Globus|noun|globe
72038.0|Hannover|noun|Hannover
72046.0|Leipzig|noun|Leipzig
72047.0|das Posen|noun|Poznań
72049.0|Hiroshima|noun|Hiroshima
72050.0|jaja|interjection|yeah, yeah
72053.0|der Sachse|noun|Saxon
72063.0|das U|noun|U (subway)
72071.0|Steffi|noun|Steffi
72073.0|der Samba|noun|samba
72073.001|die Samba|noun|samba
72078.0|der Franken|noun|Frank (currency)
72085.0|reingehen|verb|to go in
72096.0|das Wuppertal|noun|Wuppertal
72100.0|Wladiwostok|noun|Vladivostok
72107.0|der Osten|noun|east
72118.0|die Region|noun|region
72121.0|die Rhön|noun|Rhön
72133.0|die Mosel|noun|Moselle
72133.001|der Mosel|noun|Moselle
72156.0|Südamerika|noun|South America
72179.0|das Krokodil|noun|crocodile
72226.0|furchtbar|adjective|terrible
72286.0|ekelhaft|adjective|disgusting
72296.0|tolerant|adjective|tolerant
72327.0|die Koprophagie|noun|coprophagia
72335.0|optimal|adjective|optimal
72434.0|das Marzipan|noun|marzipan
72521.0|der Schwan|noun|swan
72538.0|jedoch|adverb|however
72550.0|tapfer|adjective|brave
72556.0|der Nerv|noun|nerve
72625.0|Brigitte|noun|Brigitte
72639.0|Zahnarzthelferin|noun|dental assistant
72654.0|die Blutgruppe|noun|blood type
72699.0|das Wiedersehen|noun|reunion
72700.0|garantieren|verb|to guarantee
72723.0|motivieren|verb|to motivate
72731.0|Heidelberg|noun|Heidelberg
72740.0|Apple|noun|Apple
72742.0|der Android|noun|Android
72742.001|das Android|noun|Android
72762.0|Friedrich|noun|Friedrich
72776.0|das Rügen|noun|Rügen
72790.0|Yvonne|noun|Yvonne
72964.0|Dresden|noun|Dresden
73104.0|Markus|noun|Markus
73105.0|Söder|noun|Söder
73111.0|Kling|noun|Kling
73130.0|das Klima|noun|climate
73149.0|der Fulltimejob|noun|full-time job
73204.0|das Paracetamol|noun|paracetamol
73215.0|das Morphium|noun|morphine
73217.0|Schlafengehen|noun|going to bed
73322.0|die Hypnose|noun|hypnosis
73324.0|die Diät|noun|diet
73378.0|die Apotheke|noun|pharmacy
73383.0|die Palette|noun|palette
73387.0|der Apotheker|noun|pharmacist
73393.0|das Proletariat|noun|proletariat
73438.0|der Ärger|noun|anger
73463.0|die Homophobie|noun|homophobia
73487.0|der Psychologe|noun|psychologist
73542.0|Lateinamerika|noun|Latin America
73594.0|clean|adjective|clean
73607.0|der Priester|noun|priest
73616.0|der Detektiv|noun|detective
73646.0|schwarz-gelb|adjective|black and yellow
73718.0|Eventmanager|noun|event manager
73728.0|der Pazifist|noun|the pacifist
73840.0|Biomarkt|noun|organic market
73876.0|die Böse|noun|evil
74008.0|Sachsen-Anhalt|noun|Saxony-Anhalt
74042.0|das Detox|noun|detox
74057.0|die Nachhaltigkeit|noun|sustainability
74090.0|EU-Norm|noun|EU standard
74105.0|das Aluminium|noun|aluminum
74121.0|das Sonderangebot|noun|special offer
74148.0|die Nähe|noun|proximity
74168.0|erneut|adverb|again
74219.0|juhu|interjection|yay
74309.0|nämlich|adverb|namely
74316.0|polizeilich|adjective|police
74342.0|filmen|verb|to film
74358.0|die Kamera|noun|camera
74411.0|die Frauenkirche|noun|Church of Our Lady
74432.0|kommunizieren|verb|to communicate
74446.0|Uwe|proper noun|Uwe
74594.0|gratulieren|verb|to congratulate
74597.0|mitgehen|verb|to go along
74646.0|sorglos|adjective|carefree
74647.0|relaxen|verb|to relax
74722.0|die Chemnitz|noun|Chemnitz
74809.0|das Hi-Fi|noun|hi-fi
74809.0|der VW|noun|the VW
74848.0|das Schwimmbad|noun|swimming pool
75011.0|das Chlorophyll|noun|chlorophyll
75135.0|updaten|verb|to update
75157.0|die Vier|noun|four
75166.0|das Gewicht|noun|weight
75181.0|der Anna|noun|Anna
75199.0|Flori|proper noun|Flori
75271.0|nordisch|adjective|Nordic
75302.0|Laura|proper noun|Laura
75443.0|die Sendung|noun|broadcast
75446.0|die Maus|noun|mouse
75518.0|registrieren|verb|to register
75522.0|bügeln|verb|to iron
75524.0|massieren|verb|to massage
75530.0|das Format|noun|format
75536.0|das Karate|noun|karate
75571.0|smart|adjective|smart
75572.0|das Smartphone|noun|smartphone
75599.0|das Duschgel|noun|shower gel
75601.0|die Depression|noun|depression
75634.0|die Finanz|noun|finance
75636.0|die Marktwirtschaft|noun|market economy
75653.0|beten|verb|to pray
75713.0|das Stückchen|noun|small piece
75778.0|der Fun|noun|fun
75778.001|das Fun|noun|fun
75792.0|Point|noun|point
75855.0|das Feedback|noun|feedback
75901.0|das Bargeld|noun|cash
75922.0|der Bodyguard|noun|bodyguard
75966.0|das Kaffeehaus|noun|coffee house
75992.0|die Landschaft|noun|landscape
76022.0|Open|adjective|open
76050.0|Let|verb|let
76064.0|das Microsoft|noun|Microsoft
76158.0|crazy|adjective|crazy
76184.0|das Blog|noun|blog
76184.001|der Blog|noun|blog
76190.0|der Alien|noun|alien
76190.001|das Alien|noun|alien
76217.0|die Legende|noun|legend
76227.0|der Gin|noun|gin
76228.0|Tonic|noun|tonic
76232.0|die Ambivalenz|noun|ambivalence
76236.0|bremsen|verb|to brake
76238.0|der Luzifer|noun|Lucifer
76253.0|das Gespenst|noun|the ghost
76263.0|das Hamsterrad|noun|hamster wheel
76304.0|der Moderator|noun|moderator
76308.0|der Comedian|noun|comedian
76308.001|die Comedian|noun|comedian (female)
