speech_part|word_de|word_en
verb|liefern, liefert, lieferte, hat geliefert|to deliver, supply
verb|betonen, betont, betonte, hat betont|to stress
die|die Erde, -n|earth, ground, soil
die|die Studie, -n|study
adv|vorne, vorn|at/to the front
adj|rechte (r, s)|right
die|die Meinung, -en|opinion
verb|drehen, dreht, drehte, hat gedreht|to turn
der|der Künstler, -|artist
adj|aktiv|active
der|der Versuch, -e|attempt, experiment
adv|somit|consequently, therefore
verb|bezahlen, bezahlt, bezahlte, hat bezahlt|to pay
die|die Eigenschaft, -en|quality
adv|längst|long since, a long time ago
die|die Methode, -n|method
die|die Ordnung, -en|order, tidiness
das|Russland|Russia
die|die Wahl, -en|choice, election
pron|daraus|from it
verb|erfüllen, erfüllt, erfüllte, hat erfüllt|to grant, fulfill
die|die Mama, -s|mommy
die|die Region, -en|region
der|der Sonntag, -e|Sunday
das|das Internet|internet
die|die Nummer, -n|number
das|lächeln, lächelt, lächelte, hat gelächelt|smile
verb|lächeln, lächelt, lächelte, hat gelächelt|to smile
adv|genauso|just as
verb|überzeugen, überzeugt, überzeugte, hat überzeugt|to convince
adj|interessant|interesting
adj|menschlich|human
das|das Elektron, -en|electron
das|Frankreich|France
die|die Freiheit, -en|freedom
adj|speziell|special, specific
adj|französisch|French
das|französisch|French
adj|negativ|negative
adj|zentral|central
die|die Ebene, -n|plane, level
verb|besuchen, besucht, besuchte, hat besucht|to visit
adv|gestern|yesterday
der|der Spieler, -|player
adj|absolut|absolute, complete
verb|fliegen, fliegt, flog, ist geflogen|to fly
der|der Hund, -e|dog
verb|antworten, antwortet, antwortete, hat geantwortet|to answer
adv|weiterhin|still, furthermore
die|die Wand, -̈e|wall
adv|rechts|on/to the right
adj|konkret|concrete
adj|russisch|Russian
das|russisch|Russian
verb|zahlen, zahlt, zahlte, hat gezahlt|to pay
adv|zugleich|both, at the same time
das|das Feld, -er|field
verb|verdienen, verdient, verdiente, hat verdient|to earn, deserve
adj|amerikanisch|American
die|die Sekunde, -n|second
der|der Brief, -e|letter
das|das Mitglied, -er|member
adj|praktisch|practical
die|die Gefahr, -en|danger, risk
verb|binden, bindet, band, hat gebunden|to tie, bind
adj|weltweit|worldwide
die|die Liebe, -n|love
der|der Beginn, -e|beginning
das|China|China
adj|breit|wide, broad
adv|draußen|outside
die|die Wirkung, -en|effect
die|die Bildung, -en|education
das|das Blut, -e|blood
das|das Meer, -e|sea, ocean
die|die Anzahl, -en|number
die|die Veränderung, -en|change
adv|durchaus|absolutely, quite
der|der Mund, -̈er|mouth
verb|berechnen, berechnet, berechnete, hat berechnet|to calculate, charge
verb|betragen, beträgt, betrug, hat betragen|to amount
adj|fremd|foreign, strange
die|die Untersuchung, -en|examination
der|der Fehler, -|mistake, error
adv|mittlerweile|in the meantime, since then
verb|aufbauen, baut auf, baute auf, hat aufgebaut|to build up
die|die Sonne, -n|sun
das|das Prinzip, -ien|principle
adv|vorher|earlier, beforehand
der|der Kampf, -̈e|fight, struggle
die|die Verfügung, -en|disposal
verb|feiern, feiert, feierte, hat gefeiert|to celebrate
das|das Programm, -e|program
adj|linke (r, s)|left
der|der Einfluss, -̈e|influence
die|die Temperatur, -en|temperature
adj|leer|empty
verb|mitteilen, teilt mit, teilte mit, hat mitgeteilt|to inform
das|das Verfahren, -|method, process, technique
adv|danke|thanks
verb|beziehen, bezieht, bezog, hat bezogen|to refer, put, get
verb|verlangen, verlangt, verlangte, hat verlangt|to request, demand
adv|zuerst|first
die|die Analyse, -n|analysis
adj|klassisch|classical
adj|ehemalig|former
das|das Bein, -e|leg
das|das Glas, -̈er|glass
verb|untersuchen, untersucht, untersuchte, hat untersucht|to examine
adj|kalt|cold
die|die Sorge, -n|worry
der|der Himmel, -|sky, heaven
adj|künftig|future
adj|national|national
die|die Kirche, -n|church
adv|links|on/to the left
die|CDU (Christlich Demokratische Union Deutschlands)|CDU
adv|bislang|up to now
verb|messen, misst, maß, hat gemessen|to measure
adj|lieb|dear, kind
adv|unbedingt|absolutely
der|der Verein, -e|association, club
das|das Atom, -e|atom
adj|historisch|historical
verb|sinken, sinkt, sank, ist gesunken|to sink
verb|kosten, kostet, kostete, hat gekostet|to cost
die|die Vorstellung, -en|idea, introduction, performance
adj|entscheidend|decisive
verb|teilen, teilt, teilte, hat geteilt|to divide, share
der|der Typ, -en|type
verb|stammen, stammt, stammte, hat gestammt|to come (from), descend
adj|wissenschaftlich|scientific, scholarly
pron|wieso|why
der|der Faktor, -en|factor
die|die Bindung, -en|relationship, attachment
die|die Literatur, -en|literature
verb|überraschen, überrascht, überraschte, hat überrascht|to surprise
verb|bestätigen, bestätigt, bestätigte, hat bestätigt|to confirm, endorse
adj|bewusst|conscious
der|der Abschnitt, -e|section, paragraph, chapter, passage
die|die Nähe|vicinity, proximity
adj|zahlreich|numerous
adj|medizinisch|medical
adj|übrig|remaining, left, leftover
die|die Türkei|Turkey
die|die Produktion, -en|production
verb|drücken, drückt, drückte, hat gedrückt|to press, push
verb|drohen, droht, drohte, hat gedroht|to threaten
die|die Linie, -n|line
das|das Gas, -e|gas
verb|schicken, schickt, schickte, hat geschickt|to send
die|die Hälfte, -n|half
der|der Kontakt, -e|contact
das|das Interview, -s|interview
adv|egal|(it’s all) the same, indifferent
verb|reisen, reist, reiste, ist gereist|to travel
der|der Berg, -e|hill, mountain
adv|irgendwo|somewhere
verb|trennen, trennt, trennte, hat getrennt|to separate
verb|benötigen, benötigt, benötigte, hat benötigt|to require
die|die Erinnerung, -en|memory
verb|verhindern, verhindert, verhinderte, hat verhindert|to prevent
die|die Sicht, -en|view, visibility
der|der Dollar, -|dollar
verb|leiden, leidet, litt, hat gelitten|to suffer
der|der Anspruch, -̈e|claim
die|die Position, -en|position
der|der Sport, -e|sport
das|BGB (Bürgerliches Gesetzbuch)|civil code
die|die Nachfrage, -n|demand
adj|blau|blue
verb|anschauen, schaut an, schaute an, hat angeschaut|to look at, watch
adj|teuer|expensive
die (pl)|Medien|media
verb|richten, richtet, richtete, hat gerichtet|to direct, repair, follow
das|das Institut, -e|institute
der|der Plan, -̈e|plan
adv|immerhin|after all
das|das Tor, -e|gate, goal
der|der Betrieb, -e|business, operation
adj|komplex|complex
das|das Dorf, -̈er|village
verb|eignen (sich), eignet, eignete, hat geeignet|to be suitable
die|die Klasse, -n|class, classroom, grade
verb|eingehen, geht ein, ging ein, ist eingegangen|to mention, discuss, react to, cater
verb|erlauben, erlaubt, erlaubte, hat erlaubt|to allow, permit
verb|treiben, treibt, trieb, hat getrieben|to drive, pursue
adv|weg|gone, vanished
verb|aufstehen, steht auf, stand auf, ist aufgestanden|to stand up, get up
der|der Absatz, -̈e (Abs.)|section, sales, paragraph, heel
adv|unterwegs|on the way
der|der Vertrag, -̈e|contract
der|der Ausdruck, -̈e|term, expression
verb|geraten, gerät, geriet, ist geraten|to get into
adj|toll|great, terrific
das|schweigen, schweigt, schwieg, hat geschwiegen|silence
verb|schweigen, schweigt, schwieg, hat geschwiegen|to remain silent
die|die Schwester, -n|sister
der|der Chef, -s|head, leader, boss
verb|greifen, greift, griff, hat gegriffen|to take hold of, reach
das|das Risiko, -s|risk
adj|schwach|weak
die|die Tabelle, -n|table, chart
verb|ermöglichen, ermöglicht, ermöglichte, hat ermöglicht|to enable, allow
der|der Freitag, -e|Friday
der|der Hinweis, -e|instruction, hint
der|der Vorteil, -e|advantage
das|das Protein, -e|protein
der|der Gewinn, -e|profit
adj|grundsätzlich|fundamental
der|der März, -e|March
verb|wiederholen, wiederholt, wiederholte, hat wiederholt|to repeat
die|die Ruhe|silence, peace
die|die Darstellung, -en|presentation, description, depiction
adj|ruhig|quiet, calm
part|ruhig|really
der|der Traum, -̈e|dream
verb|behandeln, behandelt, behandelte, hat behandelt|to treat
adv|stets|always
verb|aufhören, hört auf, hörte auf, hat aufgehört|to stop
verb|schützen, schützt, schützte, hat geschützt|to protect
verb|diskutieren, diskutiert, diskutierte, hat diskutiert|to discuss
die|die Ferse, -n|heel
der|der Sprecher, -|speaker, spokesperson
verb|produzieren, produziert, produzierte, hat produziert|to produce
die|die Kritik, -en|criticism, review
adj|erneut|again, renewed
der|der Trainer, -|coach
der|der April, -e|April
verb|melden, meldet, meldete, hat gemeldet|to report, register
adv|wiederum|again, in turn
das|das Opfer, -|sacrifice, victim
adv|hinaus|out, beyond
adj|vorhanden|available, existing
der|Westen, West-|west
der|der Titel, -|title
der|der Eindruck, -̈e|impression
der|der Baum, -̈e|tree
verb|lauten, lautet, lautete, hat gelautet|to be (answer)
die|die Diskussion, -en|discussion, debate
adv|hingegen|on the other hand
der|der Student, -en|student
die|die Bevölkerung, -en|population, people
der|der Finger, -|finger
die|das Grüne|the Greens
adj|total|total, complete
der|der Abstand, -̈e|distance
die|die Schulter, -n|shoulder
die|die Maßnahme, -n|measure
das|das Band, -̈er|ribbon, tape
der|das Band, -̈er|volume, tome
die|das Band, -̈er|band (musical)
pron|darunter|under it, underneath
pron|derjenige, diejenige, dasjenige|the one (who, that)
der|der Wald, -̈er|forest, woods
die|die Insel, -n|island
der|der Schluss, -̈e|end, conclusion
adv|anschließend|subsequent, afterwards
das|das Volk, -̈er|people
adj|kulturell|cultural
verb|definieren, definiert, definierte, hat definiert|to define
der|der September, -|September
der|der Beruf, -e|occupation, job, profession
der|der Ansatz, -̈e|approach, attempt
adj|nötig|necessary
verb|herrschen, herrscht, herrschte, hat geherrscht|to rule
der|der Sieg, -e|victory
die|die Küche, -n|kitchen, cuisine
adj|verantwortlich|responsible
adj|täglich|daily
der|der Montag, -e|Monday
der|der Spaß, -̈e|fun
verb|herstellen, stellt her, stellte her, hat hergestellt|to produce
verb|überlegen|to consider, think about, think of
der|der Mai, -e|May
verb|umfassen, umfasst, umfasste, hat umfasst|to include, consist of, surround
adj|ernst|serious
der|der Roman, -e|novel
der|der Januar, -e|January
num|neun|nine
verb|kämpfen, kämpft, kämpfte, hat gekämpft|to fight
adj|jeweilig|particular, respective
verb|versprechen, verspricht, versprach, hat versprochen|to promise
die|die Definition, -en|definition
adj|vollständig|complete
verb|heben, hebt, hob, hat gehoben|to lift, raise
der|der Rücken, -|back
verb|existieren, existiert, existierte, hat existiert|to exist
die|die Masse, -n|mass, crowd
verb|singen, singt, sang, hat gesungen|to sing
die|die Theorie, -n|theory
der|der Inhalt, -e|content, plot
verb|scheitern, scheitert, scheiterte, ist gescheitert|to fail, break down
das|das Ereignis, -se|event
adv|lediglich|merely
adj|organisch|organic
adj|glücklich|happy, fortunate
der|der Rest, -e|rest, remainder, balance
der|der Wunsch, -̈e|wish
verb|beschließen, beschließt, beschloss, hat beschlossen|to decide
adj|dick|thick, fat
adj|riesig|huge, great, tremendous, giant, massive, humongous, enormous
adj|heutig|present-day, today’s
part|hallo|hello
das|das Museum, -en|museum
die|die Farbe, -n|color
num|zwölf|twelve
prep|per|by, per
adj|regelmäßig|regular
adv|her|from sth, ago, as far as . . . is concerned
verb|wechseln, wechselt, wechselte, hat gewechselt|to change
verb|einstellen, stellt ein, stellte ein, hat eingestellt|to adjust, employ, stop, discontinue
das|das Theater, -|theater
der|der König, -e|king
das|das Ohr, -en|ear
verb|fördern, fördert, förderte, hat gefördert|to promote, support
adj|elektrisch|electric
der|der Aufbau, -ten|construction, structure
der|der Beitrag, -̈e|contribution
der|der Februar, -e|February
verb|durchführen, führt durch, führte durch, hat durchgeführt|to carry out, hold, conduct, run
verb|einfallen, fällt ein, fiel ein, ist eingefallen|to occur, remind, remember, collapse
verb|verletzen, verletzt, verletzte, hat verletzt|to injure
die|die Kontrolle, -n|inspection, control
die|die Macht, -̈e|power, strength
die|die Mannschaft, -en|crew, team
conj|entweder|either
verb|behaupten, behauptet, behauptete, hat behauptet|to claim
die|die Hoffnung, -en|hope
die|die Verantwortung, -en|responsibility
verb|schreien, schreit, schrie, hat geschrien|to cry out, scream
adv|andererseits|on the other hand
der|der Besuch, -e|visit
num|hundert|hundred
die|die Quelle, -n|source, spring
adj|typisch|typical
das|das Gebiet, -e|region, area, territory
die|die Behörde, -n|department, authorities
der|der Samstag, -e|Saturday
die|die Organisation, -en|organization
die|die Summe, -n|sum
der|der Job, -s|job
verb|ausreichen, reicht aus, reichte aus, hat ausgereicht|to be sufficient
der, das|der Grad, -e|degree
pron|irgendein|some, any
verb|benutzen, benutzt, benutzte, hat benutzt|to use
pron|irgendetwas, irgendwas|something, anything
adv|teilweise|partly
das|vertrauen, vertraut, vertraute, hat vertraut|trust, faith
verb|vertrauen, vertraut, vertraute, hat vertraut|to trust
das|das Jahrzehnt, -e|decade
der|der Wind, -e|wind
adj|unmittelbar|immediate, direct
der|der Bund, -̈e|association, alliance, bunch
adj|extrem|extreme
das|das Merkmal, -e|feature
adj|theoretisch|theoretical
verb|ermitteln, ermittelt, ermittelte, hat ermittelt|to find out, investigate
der|der Papa, -s|daddy
die|die Krankheit, -en|illness, disease
die|die Voraussetzung, -en|condition, requirement
verb|töten, tötet, tötete, hat getötet|to kill
verb|formulieren, formuliert, formulierte, hat formuliert|to formulate
die|die Substanz, -en|substance
der|der Zeitpunkt, -e|moment, (point in) time
adv|wenigstens|at least
der|der Gang, -̈e|corridor, aisle, course
der|der Politiker, -|politician
die|die Unterstützung, -en|support
part|hey|hey
verb|brechen, bricht, brach, hat gebrochen|to break
verb|fassen, fasst, fasste, hat gefasst|to grab, grasp, hold
das|das Zentrum, -en|center
verb|anrufen, ruft an, rief an, hat angerufen|to call
verb|entfernen, entfernt, entfernte, hat entfernt|to remove, leave
der|der Juni, -s|June
die|die Haut, -̈e|skin
verb|verfolgen, verfolgt, verfolgte, hat verfolgt|to pursue, chase
adj|gesellschaftlich|social
der|der Schutz, -e|protection
die|die Generation, -en|generation
adj|chinesisch|Chinese
das|chinesisch|Chinese
das|das Zeichen, -|sign
die|die Wahrheit, -en|truth
der|der Haushalt, -e|household, budget
der|der Garten, -̈|garden
adv|hinten|at/in the back
verb|auffallen, fällt auf, fiel auf, ist aufgefallen|to stand out, notice
der|der Gegensatz, -̈e|opposite, contrast
verb|verteilen, verteilt, verteilte, hat verteilt|to distribute
das|das Papier, -e|paper
adj|physikalisch|physical
prep|angesichts|in view of
adj|leise|quiet, soft
adv|vermutlich|probably
adj|eindeutig|clear
adv|heraus|out, outside
conj|falls|in case, if
adv|erstmals|for the first time
der|der Partner, -|partner
verb|nachdenken, denkt nach, dachte nach, hat nachgedacht|to think about, reflect
die|die Ausbildung, -en|training, development
der|der Wagen, -|car, carriage
das|das Schiff, -e|ship
num|tausend|thousand
die|die Tat, -en|deed, action
adj|obere (r, s)|upper
die|die Gleichung, -en|equation
der|der Stein, -e|rock, stone
verb|kümmern (sich), kümmert, kümmerte, hat gekümmert|to take care of, be concerned
adj|mittlere (r, s)|middle, average
verb|erheben, erhebt, erhob, hat erhoben|to raise
die|die Erklärung, -en|explanation
das|das Konzept, -e|concept, idea, plan
der|der Mittwoch, -e|Wednesday
verb|stören, stört, störte, hat gestört|to disturb, bother
die|die Spur, -en|track, lane
adj|berliner|(of) Berlin
die|die Herausforderung, -en|challenge
verb|starten, startet, startete, hat gestartet|to start
adj|staatlich|state, government, national
verb|verbessern, verbessert, verbesserte, hat verbessert|to improve, correct
adj|heiß|hot
die|die Vergangenheit, -en|past
das|das Gleichgewicht, -e|balance
das|Griechenland|Greece
das|das Maß, -e|measure
verb|abgeben, gibt ab, gab ab, hat abgegeben|to give, hand in, submit
der|der Bericht, -e|report
die|die Qualität, -en|quality
der|der Rand, -̈er|edge
das|Italien|Italy
der|der Kern, -e|seed, core, nucleus
der|der Winter, -|winter
der|der Hintergrund, -̈e|background
der|Osten, Ost-|east
das|Amerika|America
adj|geboren|born
adj|gefährlich|dangerous
verb|zwingen, zwingt, zwang, hat gezwungen|to force
das|das Bier, -e|beer
verb|ansprechen, spricht an, sprach an, hat angesprochen|to address, speak
adj|komplett|complete
die|die Forderung, -en|demand, claim
verb|gelangen, gelangt, gelangte, ist gelangt|to reach
die|die Nachricht, -en|news, message
verb|sammeln, sammelt, sammelte, hat gesammelt|to collect, gather
verb|ablehnen, lehnt ab, lehnte ab, hat abgelehnt|to refuse, reject, turn down
verb|stoßen, stößt, stieß, hat gestoßen|to bump, push
adj|konstant|constant
der|der Oktober, -|October
verb|umgehen, umgeht, umging, hat umgangen|to treat, handle
