|word|part_of_speech|lemma
11781|Scheinbar|Adjektiv|scheinbar
11785|Popstarleben|Substantiv|das Popstarleben
11827|bittren|Verb|bitten
11951|Gezackter|Adjektiv|gezackt
11974|Geht|Verb|gehen
11990|gehackt|Adjektiv|gehackt
12072|Besseres|Adjektiv|besser
12097|Bohlen|Substantiv|Bohlen
12115|Liegt|Verb|liegen
12121|Nackte|Adjektiv|nackt
12127|Helicobacter|Substantiv|Helicobacter
12136|ad|Partikel|ad
12137|acta|Substantiv|acta
12204|Kindesbein|Substantiv|das Kindesbein
12207|rausspielen|Verb|rausspielen
12220|Cock|Substantiv|der Cock
12249|rumlutschen|Verb|rumlutschen
12288|wies|Verb|weisen
12351|schwarze|Adjektiv|schwarz
12358|Roberto|Substantiv|Roberto
12359|Blanco|Substantiv|Blanco
12374|Böhse|Adjektiv|böse
12375|Onkelz|Substantiv|Onkelz
12382|schwenkend|Adjektiv|schwenkend
12395|Blutsbrüder|Substantiv|die Blutsbrüder
12404|Stammtisch-Modus|Substantiv|der Stammtisch-Modus
12437|reinwäschen|Verb|reinwaschen
12552|Na-na-na-na-na-na-na|Interjektion|na-na-na-na-na-na-na
12594|reingehn|Verb|reingehen
12603|einsehn|Verb|einsehen
12653|4|Numeral|4
12695|hinmusen|Verb|hinmüssen
12837|abschickengehen|Verb|abschicken gehen
12844|nischen|Verb|nischen
12845|I-I-Ich|Interjektion|I-I-Ich
12850|mu-|Verb|müssen
12960|mittel-alt|Adjektiv|mittel-alt
12962|drausmachen|Verb|drausmachen
13037|Plastik-Schild|Substantiv|das Plastik-Schild
13042|Midlife-Crisi|Substantiv|die Midlife-Crisi
13044|Martialisches|Adjektiv|martialisch
13076|oh-oh|Interjektion|oh-oh
13085|edl|Adjektiv|edel
13094|ward|Verb|werden
13098|wurd|Verb|werden
13138|Hörner|Substantiv|die Hörner
13320|wirfst|Verb|werfen
13334|intressieren|Verb|interessieren
13421|siehst|Verb|sehen
13435|Sag|Verb|sagen
13445|mitkommst|Verb|mitkommen
13451|ausbrannen|Verb|ausbrennen
13470|Fähnchen|Substantiv|das Fähnchen
13611|ihnn|Pronomen|ihn
13612|mitzuteilen|Verb|mitteilen
13627|Storyline|Substantiv|die Storyline
13650|schwarz-weiß-rot|Adjektiv|schwarz-weiß-rot
13658|Holocaust-Mahnmal|Substantiv|das Holocaust-Mahnmal
13665|denn|Konjunktion|denn
13667|vorstellen|Verb|vorstellen
13674|eine|Artikel|eine
13680|Henna-rot|Adjektiv|henna-rot
13681|Dread|Substantiv|der Dread
13684|selbstgemalt|Adjektiv|selbstgemalt
13688|Rothschild|Substantiv|Rothschild
13690|Zwinkert|Verb|zwinkern
13750|gesoffen|Verb|saufen
13751|Zweites|Adjektiv|zweite
13758|18|Numeral|18
13772|Schreit|Verb|schreien
13791|randalieren|Verb|randalieren
13827|Homöopathin|Substantiv|die Homöopathin
13829|Donald|Substantiv|Donald
13844|versperren|Verb|versperren
13905|vortun|Verb|vortun
13919|Romanressort|Substantiv|das Romanressort
13928|ausdenken|Verb|ausdenken
13952|ausziehen|Verb|ausziehen
13978|ausgespült|Adjektiv|ausgespült
13982|Rumstehen|Verb|rumstehen
14018|alter|Adjektiv|alt
14050|Panna|Substantiv|die Panna
14051|cotta|Substantiv|Cotta
14075|Designermöbel|Substantiv|das Designermöbel
14099|bestrichen|Verb|bestreichen
14175|Uh-uh-uh|Interjektion|uh-uh-uh
14199|Puh|Interjektion|puh
14236|eintupperen|Verb|eintuppern
14240|Mitnehmen|Verb|mitnehmen
14300|Findet|Verb|finden
14309|Buffet-eh-eh-eh-eh-eh|Substantiv|das Buffet
14318|sprechen|Verb|sprechen
14323|Finnisch sprechen|Verb|Finnisch sprechen
14358|hinkommen|Verb|hinkommen
14373|Probieren|Verb|probieren
14377|dritter|Adjektiv|dritter
14379|woah|Interjektion|woah
14380|getrocknet|Adjektiv|getrocknet
14394|les|Verb|lesen
14403|Sach|Substantiv|die Sache
14407|hast'n|Verb|haben
14416|is'n|Verb|sein
14420|Verdammt|Adjektiv|verdammt
14473|obs|Pronomen|ob es
14487|schlagen|Verb|schlagen
14538|Zufälle|Substantiv|die Zufälle
14593|de|Artikel|die
14594|Sade|Substantiv|Sade
14671|Ein|Artikel|ein
14723|Trepp|Substantiv|die Treppe
14728|Versandsoldat|Substantiv|der Versandsoldat
14731|Logistikproletariat|Substantiv|das Logistikproletariat
14744|bringen|Verb|bringen
14751|Zalando|Substantiv|Zalando
14755|mirs|Pronomen|mir
14773|Pausenzeit|Substantiv|die Pausenzeit
14774|Gefangen|Adjektiv|gefangen
14823|verdreckt|Adjektiv|verdreckt
14864|Sub-Sub-Sub-Sub-Subunternehmer|Substantiv|der Sub-Sub-Sub-Sub-Subunternehmer
14876|Paketkurier|Substantiv|der Paketkurier
14933|vergammelt|Adjektiv|vergammelt
14941|zurückzuweisen|Verb|zurückweisen
14954|riechend|Adjektiv|riechend
14955|eier|Substantiv|die Eier
14961|schweinehachse|Substantiv|die Schweinehachse
14998|leberwurst|Substantiv|die Leberwurst
15021|Verschimmelte|Adjektiv|verschimmelt
15027|willsen|Verb|wollen
15029|völlig|Adjektiv|völlig
15031|Törtchen|Substantiv|das Törtchen
15038|bestreut|Adjektiv|bestreut
15039|Sandwich|Substantiv|das Sandwich
15045|Fischoel|Substantiv|das Fischoel
15046|getaucht|Adjektiv|getaucht
15047|Plätzchen|Substantiv|das Plätzchen
15080|anziehen|Verb|anziehen
15084|aufsetzen|Verb|aufsetzen
15092|aussehen|Verb|aussehen
15108|Soloausritt|Substantiv|der Soloausritt
15111|Poser-Outfit|Substantiv|das Poser-Outfit
15118|brett-fett|Adjektiv|brett-fett
15124|Bräute|Substantiv|die Bräute
15126|Poser-Ausschnitt|Substantiv|der Poser-Ausschnitt
15132|genießen|Verb|genießen
15157|ses|Pronomen|seines
15159|Hm|Interjektion|hm
15177|rantaugen|Substantiv|die Rantaugen
15183|anlabern|Verb|anlabern
15194|Mojito|Substantiv|das Mojito
15220|verstecken|Verb|verstecken
15223|Kling-linge-ling|Interjektion|kling-linge-ling
15225|könnten's|Verb|könnten
15226|bringen|Verb|bringen
15252|Tinga-linga-ling|Interjektion|tinga-linga-ling
15253|you|Pronomen|you
15254|pretty|Adjektiv|pretty
15255|thing|Substantiv|thing
15288|rauslassen|Verb|rauslassen
15299|gewinnen|Verb|gewinnen
15308|versuchen|Verb|versuchen
15312|lächerlich|Adjektiv|lächerlich
15318|raushauen|Verb|raushauen
15323|Fässern|Substantiv|die Fässer
15326|ausaufen|Verb|ausaufen
15348|anschielen|Verb|anschielen
15377|könnten|Verb|könnten
15410|that|Pronomen|that
15411|burning|Verb|burnen
15412|body|Substantiv|das Body
15414|Those|Pronomen|those
15415|boobs|Substantiv|die Boobs
15418|naughty|Adjektiv|naughty
15420|Red|Adjektiv|red
15421|lips|Substantiv|die Lips
15423|Juicy|Adjektiv|juicy
15424|Caught|Verb|caught
15426|middle|Substantiv|das Middle
15427|of|Präposition|of
15429|web|Substantiv|das Web
15430|please|Interjektion|please
15431|don't|Verb|do
15434|my|Pronomen|my
15435|brain|Substantiv|das Brain
15436|turn|Verb|turn
15439|Don't|Verb|do
15440|feel|Verb|feel
15441|shame|Substantiv|die Shame
15443|Feel|Verb|feel
15444|Love|Substantiv|die Love
15447|for|Präposition|for
15448|our|Pronomen|our
15449|game|Substantiv|das Game
15450|It's|Verb|be
15451|insane|Adjektiv|insane
15452|but|Konjunktion|but
15453|it's|Verb|be
15454|ahh|Interjektion|ahh
15456|wanna|Verb|want
15457|ruin|Verb|ruin
15459|life|Substantiv|das Life
15460|say|Verb|say
15461|what|Pronomen|what
15464|tell|Verb|tell
15466|wife|Substantiv|die Wife
15467|Please|Interjektion|please
15468|Stop|Verb|stop
15469|Things|Substantiv|die Things
15470|are|Verb|be
15471|getting|Verb|get
15473|tight|Adjektiv|tight
15475|never|Adverb|never
15476|thought|Verb|think
15477|You'd|Verb|you would
15478|set|Verb|set
15484|wanted|Verb|want
15489|delight|Substantiv|die Delight
15491|get|Verb|get
15493|said|Verb|say
15495|Now|Adverb|now
15499|day|Substantiv|der Tag
15501|night|Substantiv|die Nacht
15502|Who's|Pronomen|who is
15503|gonna|Verb|going to
15504|save|Verb|save
15506|from|Präposition|from
15507|this|Pronomen|this
15508|fright|Substantiv|die Fright
15555|versteck|Substantiv|das Versteck
15579|hipp|Adjektiv|hipp
15597|Start-up-Unternehmer|Substantiv|der Start-up-Unternehmer
15599|Ramones-Shirt|Substantiv|das Ramones-Shirt
15605|Bewerbungsmail|Substantiv|die Bewerbungsmail
15610|draufkleben|Verb|draufkleben
15619|Lou|Substantiv|Lou
15620|Reed|Substantiv|Reed
15628|reinzukommen|Verb|reinkommen
15632|rauszukommen|Verb|rauskommen
15635|laufen|Verb|laufen
15648|bekommen|Verb|bekommen
15659|fangen|Verb|fangen
15686|gegangen|Verb|gehen
15724|wusste|Verb|wissen
15738|beigebracht|Verb|beibringen
15768|Kann|Verb|können
15780|Lou-Reed-Konzert|Substantiv|das Lou-Reed-Konzert
15782|Place|Substantiv|Place
15784|Quinconce|Substantiv|Quinconce
15804|Flic|Substantiv|der Flic
15805|verhauen|Verb|verhauen
15807|Pepperspray|Substantiv|das Pepperspray
15811|brannen|Verb|brennen
15818|einziger|Adjektiv|einzig
15854|davonlaufn|Verb|davonlaufen
15868|laufn|Verb|laufen
15876|anfang|Substantiv|der Anfang
15885|würdn|Verb|würden
15912|keinn|Adjektiv|kein
15923|Zeiln|Verb|zeilen
15924|Handelen|Verb|handeln
15927|Seiten|Substantiv|die Seite
15930|Dagegensein|Substantiv|das Dagegensein
15938|schreib|Verb|schreiben
15943|gib|Verb|geben
16017|Flamm|Substantiv|die Flamme
16022|anFühlt|Verb|anfühlen
16060|Holt|Verb|holen
16082|schaff|Verb|schaffen
16088|Tut|Verb|tun
16131|anschau|Verb|anschaun
16250|Businessmove|Substantiv|der Businessmove
16251|Noch|Adverb|noch
16254|Steh|Verb|stehen
16262|Lohnt|Verb|lohnen
16280|Spotify-Workout-Playlist|Substantiv|die Spotify-Workout-Playlist
16282|push|Verb|pushen
16284|reinHört|Verb|reinhören
16289|Welthass-Selbsthass-Mix|Substantiv|der Welthass-Selbsthass-Mix
16303|Germany|Substantiv|Germany
16318|Boss-Transformation|Substantiv|die Boss-Transformation
16319|Huh|Interjektion|huh
16327|Modus-Mio-isiert|Adjektiv|modus-mio-isiert
16353|verweichlicht|Adjektiv|verweichlicht
16354|Befindlichkeitsscheiße|Substantiv|die Befindlichkeitsscheiße
16415|Wünsch|Verb|wünschen
16447|Wii|Substantiv|die Wii
16469|ziehе|Verb|ziehen
16476|weit|Adjektiv|weit
16499|akku|Substantiv|der Akku
16506|5|Numeral|5
16511|Sysyphoss|Substantiv|der Sysyphoss
16535|Mittelklasswagen|Substantiv|der Mittelklasswagen
16558|Hermes|Substantiv|Hermes
16580|brauchn|Verb|brauchen
16723|lieg|Verb|liegen
16731|Pickt|Verb|picken
16746|entfernn|Verb|entfernen
16753|Märchen-Erzähler|Substantiv|der Märchen-Erzähler
16754|Verkleidungskünstler|Substantiv|der Verkleidungskünstler
16759|Karnevalsnacht|Substantiv|die Karnevalsnacht
16773|Ähh|Interjektion|ähh
16779|Diss-Angriff|Substantiv|der Diss-Angriff
16788|hüa|Interjektion|hüa
16798|Alli-Alligatoah|Substantiv|Alli-Alligatoah
16820|daccord|Adjektiv|d'accord
16825|Schön|Adjektiv|schön
16860|Zauberhafter|Adjektiv|zauberhaft
16862|Kauz-Charakter|Substantiv|der Kauz-Charakter
16863|Flaubetaxer|Substantiv|Flaubetaxer
16865|vergessn|Verb|vergessen
16876|ausdacht|Verb|ausdenken
16878|Flagosch|Substantiv|Flagosch
16881|terroretisch|Adjektiv|terroristisch
16883|rumkaspern|Verb|rumkaspern
16894|Clickbait-Bar|Substantiv|die Clickbait-Bar
16917|Weltwackelbild|Substantiv|das Weltwackelbild
16933|hochhageln|Verb|hochhageln
16988|Kommerz-Faschist|Substantiv|der Kommerz-Faschist
16996|Zwerg-Kanickel|Substantiv|das Zwerg-Kanickel
16997|Strothmann|Substantiv|Strothmann
17006|Freust|Verb|freuen
17023|days|Substantiv|die days
17024|StRw|Substantiv|StRw
17033|spe|Verb|spe
17034|Lasse|Verb|lassen
17041|Sturmmasken-Bildner|Substantiv|der Sturmmasken-Bildner
17070|Schmuckladen|Substantiv|der Schmuckladen
17082|Puffdame|Substantiv|die Puffdame
17090|rimmen|Verb|rimmen
17091|lets|Verb|let's
17092|go|Verb|go
17138|Alligatoah|Substantiv|Alligatoah
17153|Neulich|Adverb|neulich
17157|120|Numeral|120
17161|rumgefahrn|Verb|rumfahren
17165|konnen|Verb|können
17177|müsen|Verb|müssen
17192|ständig|Adjektiv|ständig
17205|genauwissen|Verb|genau wissen
17209|Meinem|Pronomen|mein
17263|Jeder|Pronomen|jeder
17307|anstrichen|Verb|anstreichen
17406|Penélope|Substantiv|Penélope
17407|Cruz|Substantiv|Cruz
17408|Moralisch|Adjektiv|moralisch
17413|argumentiern|Verb|argumentieren
17468|Handtücher|Substantiv|die Handtücher
17472|VISA-Karte|Substantiv|die VISA-Karte
17475|redeten|Verb|reden
17486|Nächster|Adjektiv|nächster
17575|Schienbeintritt|Substantiv|der Schienbeintritt
17604|könnn|Verb|können
17629|einführn|Verb|einführen
17696|zerfalln|Verb|zerfallen
17734|schlaf|Verb|schlafen
17770|klarzukommn|Verb|klarzukommen
17773|klarkomm|Verb|klarkommen
17793|Schläfst|Verb|schlafen
17897|kennn|Verb|kennen
17898|Zwingt|Verb|zwingen
17920|mussten|Verb|müssen
17921|explodiern|Verb|explodieren
18058|irgendwa|Adverb|irgendwann
18066|Viben|Verb|viben
18068|werdsen|Verb|werden
18080|Rihanna|Substantiv|Rihanna
18093|rauswinken|Verb|rauswinken
18127|entferne|Verb|entfernen
18131|Moonwalk|Substantiv|der Moonwalk
18150|Hause|Substantiv|das Haus
18160|Hause|Substantiv|das Haus
18195|the|Artikel|the
18196|Mirror|Substantiv|the Mirror
18207|aufhörn|Verb|aufhören
18222|Cardi|Substantiv|Cardi
18231|Vieler|Pronomen|vieler
18331|zusammengepfercht|Adjektiv|zusammengepfercht
18347|Atme|Verb|atmen
18357|Dieselaggregat|Substantiv|das Dieselaggregat
18371|Crystal|Substantiv|Crystal
18372|Meth|Substantiv|Meth
18373|schwingend|Adjektiv|schwingend
18378|Schiffsturbine|Substantiv|die Schiffsturbine
18379|Gestopfte|Adjektiv|gestopft
18400|Gästelistenplatz|Substantiv|der Gästelistenplatz
18425|Nirgendwo|Adverb|nirgendwo
18473|Rostbraune|Adjektiv|rostbraun
18516|unterer|Adjektiv|unter
18541|Notsignalrakete|Substantiv|die Notsignalrakete
18591|Talkshowgast|Substantiv|der Talkshowgast
18719|Löcher|Substantiv|die Löcher
18724|spar|Verb|sparen
18793|wüsste|Verb|wissen
18798|Tesa|Substantiv|Tesa
18818|geilste|Adjektiv|geil
18821|Kindheitsidole|Substantiv|die Kindheitsidole
18838|Deep|Adjektiv|deep
18844|Realtalk|Substantiv|der Realtalk
18845|survival|Substantiv|survival
18846|fittest|Adjektiv|fittest
18858|anguck|Verb|angucken
18864|Rühmann|Substantiv|Rühmann
18872|Filbinger|Substantiv|Filbinger
18878|wat|Pronomen|was
18888|Fler|Substantiv|Fler
18897|Spart|Verb|sparen
18923|Freshness|Substantiv|die Freshness
18938|Dörte|Substantiv|Dörte
18940|ausfeiln|Verb|ausfeilen
18941|aufnehm|Verb|aufnehmen
18942|rausbringn|Verb|rausbringen
18949|aufrege|Verb|aufregen
18955|Fletcher|Substantiv|Fletcher
18957|Aufschreiben|Verb|aufschreiben
18977|broke|Adjektiv|broke
18986|wohnn|Verb|wohnen
18989|Car2Go|Substantiv|Car2Go
18994|Bahnhofsklo|Substantiv|das Bahnhofsklo
18996|hochwürg|Verb|hochwürgen
19004|Iminari|Substantiv|Iminari
19005|Roll|Verb|rollen
19009|Dodge-Van|Substantiv|der Dodge-Van
19010|Rallye-Sitz|Substantiv|der Rallye-Sitz
19013|Pretzelstick|Substantiv|der Pretzelstick
19016|Patti|Substantiv|Patti
19017|Smith|Substantiv|Smith
19020|Fashion-Tipp|Substantiv|der Fashion-Tipp
19027|Hartz-Vier-Support|Substantiv|der Hartz-Vier-Support
19030|Florida-Rolf|Substantiv|Florida-Rolf
19033|Beach-Resort|Substantiv|das Beach-Resort
19035|Tourbus|Substantiv|der Tourbus
19041|signiern|Verb|signieren
19046|Ouija-Board|Substantiv|das Ouija-Board
19048|is|Verb|sein
19055|unterschreibn|Verb|unterschreiben
19069|nahkommen|Verb|nahkommen
19087|ausfeil|Verb|ausfeilen
19110|Signing|Substantiv|das Signing
19126|Cardio-Training|Substantiv|das Cardio-Training
19134|Farid|Substantiv|Farid
19139|Hobby-Rapper|Substantiv|der Hobby-Rapper
19142|Insolvenzverschlepper|Substantiv|der Insolvenzverschlepper
19143|ala|Pronomen|ala
19153|Hoffnungträger|Substantiv|der Hoffnungsträger
19158|Splash|Substantiv|der Splash
19178|Koljah|Substantiv|Koljah
19187|habnn|Verb|haben
19190|finest|Adjektiv|finest
19216|NRW-Verbot|Substantiv|das NRW-Verbot
19281|glühn|Verb|glühen
19291|Detailverliebter|Adjektiv|detailverliebt
19292|Cyber-Geek|Substantiv|der Cyber-Geek
19313|bye-bye|Interjektion|bye-bye
19314|Habeda-habeda-habeda-habeda|Interjektion|habeda-habeda-habeda-habeda
19318|Smalltalk-Thema|Substantiv|das Smalltalk-Thema
19322|Finden|Verb|finden
19326|diverser|Adjektiv|divers
19329|yeah|Interjektion|yeah
19330|Ratter|Substantiv|der Ratter
19332|meim|Pronomen|mein
19336|Riesenkatalog|Substantiv|der Riesenkatalog
19337|Brr|Interjektion|brr
19344|Lieblingspharao|Substantiv|der Lieblingspharao
19345|Doh|Interjektion|doh
19348|Komplimentespeicher|Substantiv|der Komplimentespeicher
19358|Amon|Substantiv|Amon
19359|Amarth|Substantiv|Amarth
19373|YouTube-Kacke|Substantiv|die YouTube-Kacke
19374|Soos|Substantiv|Soos
19379|Gedächtniskonto|Substantiv|das Gedächtniskonto
19385|Hüah|Interjektion|hüah
19386|Tekken|Substantiv|Tekken
19387|-Combo|Substantiv|der Combo
19389|Beweg|Verb|bewegen
19391|Steve-Urkel-artig|Adjektiv|Steve-Urkel-artig
19393|Nerdgehabe|Substantiv|das Nerdgehabe
19420|Jaja|Interjektion|jaja
19421|Falsches|Adjektiv|falsch
19433|Reimkette|Substantiv|die Reimkette
19435|Habeda-habeda-habeda-habeda-habeda-habeda-habeda-habeda-ah|Interjektion|habeda-habeda-habeda-habeda-habeda-habeda-habeda-ah
19451|musst|Verb|müssen
19482|Habeda-habeda-habeda-habeda-hi|Interjektion|habeda-habeda-habeda-habeda-hi
19484|auskenn|Verb|auskennen
19492|Krankheitsstadium|Substantiv|das Krankheitsstadium
19493|Würd|Verb|werden
19500|Tauschen|Verb|tauschen
19508|Sergio-Leone-Film|Substantiv|der Sergio-Leone-Film
19518|Social|Adjektiv|social
19523|krasse|Adjektiv|krass
19526|VICE|Substantiv|VICE
19527|-Artikel|Substantiv|der Artikel
19532|Reisetrip|Substantiv|der Reisetrip
19545|Eilandklippe|Substantiv|die Eilandklippe
19551|Haiangriffen|Substantiv|die Haiangriffe
19562|entwissen|Verb|entwissen
19570|resultiern|Verb|resultieren
19596|Lagerhall|Substantiv|die Lagerhalle
19606|Nachdenkfalte|Substantiv|die Nachdenkfalte
19624|Haarespalten|Substantiv|das Haarespalten
19625|fuck|Verb|fucken
19647|Cyber-Geekwissen|Substantiv|das Cyber-Geekwissen
19727|hänge|Verb|hängen
19733|bye|Interjektion|bye
19784|koffeingetränkt|Adjektiv|koffeingetränkt
19786|Kaltes|Adjektiv|kalt
19793|ists|Verb|sein
19826|Gedanken|Substantiv|die Gedanken
19829|meine|Pronomen|mein
19835|Bewege|Verb|bewegen
19874|ch|Pronomen|ich
19875|bring|Verb|bringen
19936|schläfen|Substantiv|die Schläfen
19938|Woke|Adjektiv|woke
19939|Gerechtigkeitskrieger-Twitterbubble|Substantiv|die Gerechtigkeitskrieger-Twitterbubble
19948|Anarchieemblem|Substantiv|das Anarchieemblem
19950|gespielt|Verb|spielen
19973|Servicelächeln|Substantiv|das Servicelächeln
19981|Soundeffekt|Substantiv|der Soundeffekt
19997|humpel|Verb|humpeln
20084|Hochverehrtes|Adjektiv|hochverehrt
20100|verschuf|Verb|verschufen
20121|Niveaugefälle|Substantiv|das Niveaugefälle
20127|wählen|Verb|wählen
20131|meine|Pronomen|mein
20146|Viktoria-Gymnasium|Substantiv|das Viktoria-Gymnasium
20149|Schmücken|Verb|schmücken
20182|übertrieben|Adjektiv|übertrieben
20235|insgesamt|Adverb|insgesamt
20249|Präventiv|Adjektiv|präventiv
20267|Drohten|Verb|drohen
20273|Repressalienapparat|Substantiv|der Repressalienapparat
20348|vorStell|Verb|vorstellen
20360|könntest|Verb|können
20373|jugendliche|Adjektiv|jugendlich
20451|Besprechen|Verb|besprechen
20457|eurer|Pronomen|euer
20513|müsst|Verb|müssen
20561|Bedürnis|Substantiv|das Bedürfnis
20577|andrer|Adjektiv|anderer
20578|fauche|Verb|fauchen
20580|gehörtest|Verb|gehören
20583|Schlaue|Adjektiv|schlau
20595|anfingst|Verb|anfangen
20601|wurdest|Verb|werden
20604|begannst|Verb|beginnen
20621|gebender|Adjektiv|gebend
20635|rauszugehen|Verb|rausgehen
20661|mochen|Verb|machen
20662|kriegst|Verb|kriegen
20688|glaubst|Verb|glauben
20707|Binden|Verb|binden
20715|giben|Verb|geben
20727|faulend|Adjektiv|faulend
20746|triffen|Verb|treffen
20754|Heidi|Substantiv|Heidi
20755|Klum|Substantiv|Klum
20794|wiren|Verb|wiren
20837|fliehn|Verb|fliehen
20855|hälten|Verb|halten
20864|Selber|Adjektiv|selber
20926|einredeen|Verb|einreden
20952|atmend|Adjektiv|atmend
21014|tuen|Verb|tun
21040|rumgehen|Verb|rumgehen
21092|geliked|Verb|liken
21133|Madelaine|Substantiv|Madelaine
21137|Saint-Denis|Substantiv|Saint-Denis
21212|makieren|Verb|markieren
21233|hat|Verb|haben
21234|Geliked|Verb|liken
21325|suchsen|Verb|suchen
21464|ungeschminken|Adjektiv|ungeschminkt
21589|erlaubst|Verb|erlauben
21622|schlafend|Adjektiv|schlafend
21631|Schlafend|Adjektiv|schlafend
21651|merk|Verb|merken
21675|anmach|Verb|anmachen
21709|blinzelnd|Adjektiv|blinzeln
21764|Peng|Interjektion|peng
21771|Darth|Substantiv|Darth
21772|Vader|Substantiv|Vader
21789|Colibakterium|Substantiv|das Colibakterium
21837|Höchste|Adjektiv|höchste
21929|schenkn|Verb|schenken
22010|gefliegen|Verb|fliegen
22015|schwommen|Verb|schwimmen
22026|erklommen|Verb|erklimmen
22135|Pflanzn|Substantiv|die Pflanze
22175|singend|Adjektiv|singend
22179|tanzend|Adjektiv|tanzend
22188|erlischen|Verb|erlöschen
22195|nichttrausen|Verb|nicht trauen
22257|liegend|Adjektiv|liegen
22277|dunkl|Adjektiv|dunkel
22300|erschufen|Verb|erschaffen
22305|Wes|Substantiv|der Wes
22317|wuchsen|Verb|wachsen
22348|endend|Adjektiv|endend
22385|umschlingend|Adjektiv|umschlingen
22397|31415926535897932384626433832|Numeral|31415926535897932384626433832
22409|Schließt|Verb|schließen
22438|zirkuliern|Verb|zirkulieren
22441|lebend|Adjektiv|lebend
22487|ebenen|Verb|ebenen
22490|zurückführn|Verb|zurückführen
22538|7|Numeral|7
22539|9|Numeral|9
22541|0|Numeral|0
22543|8|Numeral|8
22546|1|Numeral|1
22550|6|Numeral|6
22552|3|Numeral|3
22602|31|Numeral|31
22603|Innerlich|Adjektiv|innerlich
22746|Hipsterbrücke|Substantiv|die Hipsterbrücke
22761|fließ|Verb|fließen
22763|denk|Verb|denken
22810|dagehen|Verb|dagehen
22819|versunken|Adjektiv|versunken
22913|schwimmn|Verb|schwimmen
22964|weitergeh|Verb|weitergehen
22980|drankommn|Verb|drankommen
22982|Blondinn|Substantiv|die Blondine
22990|Männerbestand|Substantiv|der Männerbestand
22998|Hirnrückwand|Substantiv|die Hirnrückwand
23005|bessre|Adjektiv|besser
23021|Könnte|Verb|könnte
23030|aussiehst|Verb|aussehen
23034|müsstest|Verb|müssen
23043|Gehörschaden|Substantiv|der Gehörschaden
23052|bidde|Verb|bitten
23069|bidd|Verb|bitten
23105|Bässe|Substantiv|die Bässe
23130|Hey|Interjektion|hey
23133|bisch|Verb|sein
23139|Kannst|Verb|können
23149|darfst|Verb|dürfen
23234|Wodka-Mate|Substantiv|der Wodka-Mate
23264|Rumliegen|Verb|rumliegen
23271|KO-Tropfen|Substantiv|die KO-Tropfen
23272|Warde|Substantiv|die Warde
23409|oh-oh-oh-oh-oh-oh-oh-oh-oh-oh|Interjektion|oh-oh-oh-oh-oh-oh-oh-oh-oh-oh
23445|aussiehen|Verb|aussehen
23467|Küsse|Substantiv|die Küsse
23468|weckn|Verb|wecken
23559|Küs|Verb|küssen
23616|siehen|Verb|sehen
23678|Armstrong|Substantiv|Armstrong
23691|aufReiß|Verb|aufreißen
23706|ihrn|Pronomen|ihren
23719|FOMO|Substantiv|FOMO
23725|20|Numeral|20
23726|24|Numeral|24
23734|Billiе|Substantiv|Billie
23759|Aufgebrachte|Adjektiv|aufgebracht
23793|Oasis|Substantiv|die Oasis
23796|Mockridge|Substantiv|Mockridge
23830|Selenskyj|Substantiv|Selenskyj
