|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
1910|1828|verb|mitbringen|mitbringen, bringt mit, brachte mit, hat mitgebracht|Er bringt Kuchen zur Party mit.|to bring|to bring|He is bringing cake to the party.|verb|Christine bringt ihre Kamera mit, um Fotos zu machen.|Christine brings her camera to take pictures.
1911|1829|adj|seltsam||Er fand die Situation seltsam.|strange, peculiar|strange|He found the situation strange.|adjective|Ich höre ein seltsames Geräusch aus dem Raum nebenan.|I hear a strange sound from the room next door.
1912|1830|das|das Gen|die Gene|Das Gen beeinflusst die Haarfarbe.|gene|gene|The gene influences hair color.|noun|Es wird angenommen, dass Krebs durch veränderte Gene verursacht wird.|It is assumed that cancer is caused by altered genes.
1913|1831|verb|engagieren|engagieren, engagiert, engagierte, hat engagiert|Sie haben einen neuen Manager engagiert.|to hire, employ, commit, engage|to hire|They hired a new manager.|verb|Er engagiert jemanden, der auf der Party Fotos macht.|He’s hiring someone to take pictures at the party.
1914|1832|der|der Onkel|die Onkel|Mein Onkel besucht uns jedes Wochenende.|uncle|uncle|My uncle visits us every weekend.|noun|Wir besuchen meine Tante und meinen Onkel am Sonntag.|We’re visiting my aunt and uncle on Sunday.
1915|1833|adv|soweit||Soweit ich weiß, kommt er nicht.|as far as|as far as|As far as I know, he isn’t coming.|adverb|Soweit ich weiß, findet das Seminar heute nicht statt.|As far as I know, the seminar isn’t taking place today.
1916|1834|adj|mächtig||Der Fluss ist nach dem Regen mächtig.|powerful|powerful|The river is powerful after the rain.|adjective|Der Präsident ist in einer mächtigen Position.|The president is in a powerful position.
1917|1835|adv|ausgerechnet||Ausgerechnet jetzt fehlt mir die Zeit.|of all people, of all times|of all times|Of all times, now I don’t have time.|adverb|Warum muss ich ausgerechnet heute krank werden?|Why do I have to get ill today of all days?
1918|1836|adv|zweimal||Er hat das Spiel schon zweimal gesehen.|twice|twice|He has already seen the game twice.|adverb|Sie klingelte zweimal, aber es war niemand zu Hause.|She rang the doorbell twice, but nobody was home.
1919|1837|die|die Störung|die Störungen|Die Störung wurde schnell behoben.|disturbance, interruption|disturbance|The disturbance was quickly fixed.|noun|Ich arbeite lieber in einem ruhigen Umfeld ohne Störungen.|I prefer to work in a quiet environment without disturbances.
1920|1838|die|die Aktion|die Aktionen|Die Aktion begann früh am Morgen.|action, campaign|campaign|The campaign started early in the morning.|noun|Die Teams planen eine gemeinsame Aktion für Kinder.|The teams are planning a joint action for children.
1921|1839|adj|-jährig||Er ist ein zwanzigjähriger Mann.|years (old)|years (old)|He is a twenty-year-old man.|adjective|Das fünfjährige Kind sucht seine Mutter.|The five-year-old child is looking for his mother.
1922|1840|adj|künstlich||Die Blumen in der Vase sind künstlich.|artificial|artificial|The flowers in the vase are artificial.|adjective|Er muss künstlich ernährt werden.|He needs to be artificially nourished.
1923|1841|die|die Auseinandersetzung|die Auseinandersetzungen|Die Auseinandersetzung endete friedlich.|argument, quarrel|argument|The argument ended peacefully.|noun|Mein Mann und ich haben fast nie Auseinandersetzungen.|My husband and I almost never have arguments.
1924|1842|verb|pflegen|pflegen, pflegt, pflegte, hat gepflegt|Er pflegt seinen kranken Vater.|to care, cultivate|to care|He takes care of his sick father.|verb|Sie pflegt die kranken Patienten im Krankenhaus.|She cares for the sick patients in the hospital.
1925|1843|die|die Ausgabe|die Ausgaben|Die Ausgabe wurde eingestellt.|distribution, edition, issue, expense|issue|The issue was discontinued.|noun|Ich kaufe die neueste Ausgabe der Zeitung.|I’m buying the latest issue of the paper.
1926|1844|adv|online||Das Buch kann man online bestellen.|online|online|The book can be ordered online.|adverb|Heute Abend bestellen wir eine Pizza online.|Tonight we’re ordering a pizza online.
1927|1845|verb|ableiten|ableiten, leitet ab, leitete ab, hat abgeleitet|Er leitet die Regeln aus dem Text ab.|to derive, deduce|to derive|He derives the rules from the text.|verb|Die Bedeutung dieses Wortes kann man aus dem Französischen ableiten.|The meaning of this word can be derived from French.
1928|1846|adv|etc.||Er kaufte Äpfel, Bananen, Orangen, etc.|etc.|etc.|He bought apples, bananas, oranges, etc.|adverb|Tee, Kaffee etc. sind beliebte Produkte, die Deutschland aus anderen Ländern kauft.|Tea, coffee, etc. are popular products that Germany buys from other countries.
1929|1847|verb|leuchten|leuchten, leuchtet, leuchtete, hat geleuchtet|Die Lampe leuchtet hell im Dunkeln.|to shine, glow|to shine|The lamp shines brightly in the dark.|verb|Die untergehende Sonne leuchtet am Horizont.|The setting sun shines on the horizon.
1930|1848|die|die Anlage|die Anlagen|Die Anlage wurde modernisiert.|facility, complex, investment, attachment|facility|The facility was modernized.|noun|Sie bauen eine neue Sportanlage neben der Universität.|They are building a new sports facility next to the university.
1931|1849|verb|erweitern|erweitern, erweitert, erweiterte, hat erweitert|Er erweiterte sein Wissen durch Bücher.|to widen, expand|to expand|He expanded his knowledge through books.|verb|Das Unternehmen plant, sein Angebot international zu erweitern.|The company plans to expand its offering internationally.
1932|1850|verb|erweisen|erweisen, erweist, erwies, hat erwiesen|Es hat sich als wahr erwiesen.|to prove|to prove|It has proven to be true.|verb|Die Theorie erweist sich als falsch.|The theory proves to be wrong.
1933|1851|die|die Gesundheit||Die Gesundheit ist das wichtigste Gut.|health|health|Health is the most important asset.|noun|Rauchen schadet der Gesundheit.|Smoking is harmful to health.
1934|1852|verb|zutreffen|zutreffen, trifft zu, traf zu, hat zugetroffen|Diese Beschreibung trifft genau zu.|to be correct, apply to|to be correct|This description is exactly correct.|verb|Deine Antwort trifft nicht auf die Frage zu.|Your answer does not apply to the question.
1935|1853|verb|aufführen|aufführen, führt auf, führte auf, hat aufgeführt|Das Theater führt ein Stück auf.|to perform|to perform|The theater is performing a play.|verb|Irinas Freunde aus dem Theater führen nächste Woche ihr erstes Stück auf.|Irina’s friends from the theater are performing her first play next week.
1936|1854|der|der Kandidat|die Kandidaten|Der Kandidat stellte sich vor.|candidate|candidate|The candidate introduced himself.|noun|Sie ist die beste Kandidatin für den Job.|She’s the best candidate for the job.
1937|1855|verb|profitieren|profitieren, profitiert, profitierte, hat profitiert|Er profitiert von den neuen Regelungen.|to profit|to profit|He profits from the new regulations.|verb|Von den Firmengewinnen profitiert das ganze Team.|The whole team will profit from the company profits.
1938|1856|die|die Rechnung|die Rechnungen|Die Rechnung wurde per Post zugestellt.|bill, calculation, invoice|bill|The bill was delivered by mail.|noun|Die Arztpraxis hat mir gestern eine Rechnung für die Untersuchung geschickt.|The doctor’s office sent me an invoice for the examination yesterday.
1939|1857|der|der Übergang|die Übergänge|Der Übergang war schwer, aber nötig.|crossing, transition|transition|The transition was difficult but necessary.|noun|Der Übergang von einem System zum anderen verläuft gut.|The transition from one system to another is going well.
1940|1858|verb|zusammenfassen|zusammenfassen, fasst zusammen, fasste zusammen, hat zusammengefasst|Er fasste den Bericht kurz zusammen.|to summarize|to summarize|He summarized the report briefly.|verb|Am Ende des Textes fasst der Autor die Ergebnisse zusammen.|At the end of the text, the author summarizes the results.
1941|1859|verb|beeindrucken|beeindrucken, beeindruckt, beeindruckte, hat beeindruckt|Er will seine Kollegen beeindrucken.|to impress|to impress|He wants to impress his colleagues.|verb|Der Chef ist von ihrer Leistung beeindruckt.|The boss is impressed with her performance.
1942|1860|verb|einnehmen|einnehmen, nimmt ein, nahm ein, hat eingenommen|Er nimmt die Medikamente regelmäßig ein.|to take (up/in)|to take (up/in)|He takes the medication regularly.|verb|Du musst deine Medikamente regelmäßig einnehmen.|You have to take your medications regularly.
1943|1861|das|das Loch|die Löcher|Das Loch im Zaun muss repariert werden.|hole|hole|The hole in the fence needs to be repaired.|noun|Meine Hose hat ein Loch.|My trousers have a hole.
1944|1862|das|das Management|die Managements|Das Management entschied schnell.|management|management|The management decided quickly.|noun|Herr Jarvis übernimmt das Management eines japanischen Unternehmens.|Mr. Jarvis is taking over the management of a Japanese company.
1945|1863|verb|schwimmen|schwimmen, schwimmt, schwamm, ist geschwommen|Ich schwimme jeden Morgen im See.|to swim|to swim|I swim in the lake every morning.|verb|Sie schwimmt jeden Morgen im Meer.|She swims in the sea every morning.
1946|1864|die|die Erwartung|die Erwartungen|Die Erwartungen wurden erfüllt.|expectation|expectation|The expectations were met.|noun|Unser Urlaub erfüllte all unsere Erwartungen.|Our vacation lived up to all our expectations.
1947|1865|verb|beantworten|beantworten, beantwortet, beantwortete, hat beantwortet|Er beantwortete die Frage korrekt.|to answer|to answer|He answered the question correctly.|verb|Er beantwortet meine Frage mit einem Ja.|He answers my question with a yes.
1948|1866|der|der Beweis|die Beweise|Der Beweis überzeugt den Richter.|proof, evidence|evidence|The evidence convinces the judge.|noun|Die zehn Kinder sind ein Beweis ihrer Liebe.|The ten children are a proof of her love.
1949|1867|der|der Weltkrieg|die Weltkriege|Der Weltkrieg veränderte die Welt.|world war|world war|The world war changed the world.|noun|Der Zweite Weltkrieg endete 1945.|World War II ended in 1945.
1950|1868|adj|kompliziert||Er erklärte die komplizierte Aufgabe.|complicated|complicated|He explained the complicated task.|adjective|Mathematik ist manchmal sehr kompliziert.|Mathematics is sometimes very complicated.
1951|1869|die|die Stirn|die Stirnen|Er legte die Stirn in tiefe Falten.|forehead|forehead|He furrowed his forehead deeply.|noun|Die Mutter küsst ihre Tochter auf die Stirn.|The mother kisses her daughter on the forehead.
1952|1870|die|die Behandlung|die Behandlungen|Die Behandlung schlug sofort an.|treatment|treatment|The treatment worked immediately.|noun|Ich muss zur Behandlung meiner Krankheit in eine Klinik.|I need to go to a clinic for the treatment of my illness.
1953|1871|der|der Zahn|die Zähne|Der Zahn schmerzt seit Tagen stark.|tooth|tooth|The tooth has been hurting badly for days.|noun|Sandra bekommt Schmerzen an den Zähnen, wenn sie kaltes Eis isst.|Sandra gets pain in her teeth when she eats cold ice cream.
1954|1872|verb|aussprechen|aussprechen, spricht aus, sprach aus, hat ausgesprochen|Er spricht seine Bedenken offen aus.|to pronounce, express|to express|He expresses his concerns openly.|verb|Die meisten Leute sprechen meinen Namen falsch aus.|Most people pronounce my name wrong.
1955|1873|adj|beliebt||Das Buch ist bei vielen sehr beliebt.|popular|popular|The book is very popular with many.|adjective|Der Professor ist bei seinen Studenten sehr beliebt.|The professor is very popular among his students.
1956|1874|das|das Eis||Das Eis in der Waffel schmolz schnell.|ice, ice cream|ice|The ice cream in the cone melted quickly.|noun|Max isst im Sommer am liebsten Eis.|Max prefers ice cream in summer.
1957|1875|adj|komisch||Das Verhalten war etwas komisch.|funny|funny|The behavior was a bit funny.|adjective|Alle lachen über Dominiks komische Geschichten.|Everyone laughs at Dominik’s funny stories.
1958|1876|adj|westlich||Das westliche Gebiet war ruhig.|western, west|western|The western area was quiet.|adjective|Westlich von Deutschland liegen die Niederlande.|West of Germany lies the Netherlands.
1959|1877|adj|geistig||Die geistige Debatte war intensiv.|intellectual, mental|intellectual|The intellectual debate was intense.|adjective|Die alte Dame erfreut sich bester geistiger Gesundheit.|The old lady is in perfect mental health.
1960|1878|die|die Länge|die Längen|Die Länge des Films war ideal.|length|length|The length of the film was ideal.|noun|Wir mussten den Film wegen seiner Länge mehrmals unterbrechen.|We had to pause the film several times because of its length.
1961|1879|adj|unmöglich||So eine Aufgabe ist fast unmöglich.|impossible|impossible|Such a task is almost impossible.|adjective|Es ist unmöglich, bei der lauten Musik zu schlafen.|It’s impossible to sleep with the loud music.
1962|1880|adj|optimal||Wir haben die optimale Lösung gefunden.|best possible, optimum|optimum|We found the optimum solution.|adjective|Sein Trainingsplan garantiert ein optimales Ergebnis.|His training schedule guarantees an optimum result.
1963|1881|das|das Wetter|die Wetter|Das Wetter war sonnig und warm.|weather|weather|The weather was sunny and warm.|noun|Heute ist schönes Wetter, die Sonne scheint.|Today is beautiful weather; the sun is shining.
