|frequency_rank|part_of_speech_short|word_de|word_forms_de|sentence_de|word_translations_en|word_en|sentence_en|part_of_speech|sentence_original_de|sentence_original_en
3628|3528|der|der Profi|die Profis|Der Profi trainierte täglich hart.|pro, professional|professional|The professional trained hard every day.|noun|Thomas Müller ist ein Profi im Fußball.|Thomas Müller is a professional soccer player.
3629|3529|die|die Aufregung|die Aufregungen|Die Aufregung war groß, als er ankam.|excitement|excitement|The excitement was great when he arrived.|noun|Vor dem Konzert spüren sie, wie die Aufregung steigt.|Before the concert they feel the excitement rising.
3630|3530|verb|aufsagen|aufsagen, sagt auf, sagte auf, hat aufgesagt|Er sagte das Gedicht fehlerfrei auf.|to recite, refuse to serve|to recite|He recited the poem flawlessly.|verb|In der Schule müssen alle Kinder ein Gedicht aufsagen.|At school, all children have to recite a poem.
3631|3531|verb|bergen|bergen, birgt, barg, hat geborgen|Er birgt das Geheimnis seines Erfolgs.|to rescue, hide|to hide|He hides the secret to his success.|verb|Sie bergen den verletzten Mann aus dem Wald.|They’re rescuing the wounded man from the forest.
3632|3532|verb|erwachen|erwachen, erwacht, erwachte, ist erwacht|Er erwachte aus einem tiefen Schlaf.|to wake up|to wake up|He woke up from a deep sleep.|verb|Morgen erwacht er vermutlich mit starken Kopfschmerzen.|He’ll probably wake up tomorrow with a bad headache.
3633|3533|der|der Nebel|die Nebel|Der Nebel lag dicht über dem See.|fog|fog|The fog lay thick over the lake.|noun|Durch den dichten Nebel kann man kaum etwas sehen.|Because of the dense fog you can hardly see anything.
3634|3534|der|der Terroranschlag|die Terroranschläge|Der Terroranschlag erschüttert das Land.|terrorist attack|terrorist attack|The terrorist attack shakes the country.|noun|Zehn Menschen sterben bei einem Terroranschlag in Kabul.|Ten people die in a terrorist attack in Kabul.
3635|3535|verb|andeuten|andeuten, deutet an, deutete an, hat angedeutet|Er deutet an, dass er bald gehen wird.|to suggest, indicate|to suggest|He suggests that he will leave soon.|verb|Maria deutet vorsichtig an, dass sie und Marcel im nächsten Jahr vielleicht heiraten.|Maria cautiously suggests that she and Marcel may get married next year.
3636|3536|adj|deutschsprachig||Er liest deutschsprachige Bücher.|German-speaking|German-speaking|He reads German-speaking books.|adjective|Auch die Schweiz und Österreich gehören zu den deutschsprachigen Ländern.|Switzerland and Austria are also German- speaking countries.
3637|3537|der|der Embryo|die Embryonen|Der Embryo entwickelt sich gesund.|embryo|embryo|The embryo is developing healthily.|noun|In der sechsten Woche beginnt das Herz eines menschlichen Embryos zu schlagen.|In the sixth week the heart of a human embryo begins to beat.
3638|3538|die|die Muskulatur|die Muskulaturen|Die Muskulatur wuchs durch das Training.|musculature|musculature|The musculature grew through training.|noun|Nach dem Unfall muss sie viel Sport machen, um ihre Muskulatur zu stärken.|After the accident she has to do a lot of sports to strengthen her musculature.
3639|3539|der|der Rückstand|die Rückstände|Der Rückstand war schwer aufzuholen.|backlog, deficit|deficit|The deficit was hard to overcome.|noun|Die Mannschaft verliert das Spiel mit einem Rückstand von zwei Punkten.|The team loses the game with a deficit of two points.
3640|3540|verb|entfalten|entfalten, entfaltet, entfaltete, hat entfaltet|Er entfaltete das Papier vorsichtig.|to unfold, develop|to unfold|He unfolded the paper carefully.|verb|Jeder Schüler und jede Schülerin soll sich an der Schule frei entfalten können.|Every student should be able to develop freely at school.
3641|3541|der|der Ermittler|die Ermittler|Der Ermittler findet Hinweise.|investigator|investigator|The investigator finds clues.|noun|Sie ist die zuständige Ermittlerin in diesem Fall.|She’s the investigator in charge of this case.
3642|3542|adj|hässlich||Das Bild im Flur war wirklich hässlich.|ugly|ugly|The picture in the hallway was really ugly.|adjective|Ihre Schwester mag das Kleid, aber Anna findet es hässlich.|Her sister likes the dress, but Anna thinks it’s ugly.
3643|3543|die|die Hypothese|die Hypothesen|Die Hypothese wurde bestätigt.|hypothesis|hypothesis|The hypothesis was confirmed.|noun|Die Hypothese ist widerlegt.|The hypothesis is refuted.
3644|3544|adj|unverändert||Die Situation blieb unverändert.|unchanged|unchanged|The situation remained unchanged.|adjective|Die Wohnung meiner Großeltern ist seit 30 Jahren unverändert.|The apartment of my grandparents has been unchanged for 30 years.
3645|3545|pron|woran||Woran erkennst du die Wahrheit?|on what, of what|on what|On what do you recognize the truth?|pronoun|Woran arbeitest du?|What are you working on?
3646|3546|verb|hereinkommen|hereinkommen, kommt herein, kam herein, ist hereingekommen (reinkommen)|Er kommt herein und setzt sich.|to come in|to come in|He comes in and sits down.|verb|Bevor man reinkommt, zieht man seine Schuhe aus.|Before you come in, you take off your shoes.
3647|3547|verb|heulen|heulen, heult, heulte, hat geheult|Der Wind heult laut um das Haus.|to howl, wail, cry|to howl|The wind howls loudly around the house.|verb|Der Wind heult laut um das Haus.|The wind is howling loudly around the house.
3648|3548|verb|zurücktreten|zurücktreten, tritt zurück, trat zurück, ist zurückgetreten|Der Präsident trat unerwartet zurück.|to step back, resign|to resign|The president unexpectedly resigned.|verb|Der Politiker tritt nach dem Skandal zurück.|The politician resigns after the scandal.
3649|3549|adv|demnächst||Demnächst startet die neue Serie.|shortly|shortly|The new series starts shortly.|adverb|Demnächst öffnet hier ein neuer Supermarkt.|A new supermarket will open here shortly.
3650|3550|verb|einschlagen|einschlagen, schlägt ein, schlug ein, hat eingeschlagen|Er hat einen neuen Weg eingeschlagen.|to hammer in, smash, take|to take|He took a new path.|verb|Der Mann schlägt ein Fenster ein, um in das Haus zu gelangen.|The man smashes a window to get into the house.
3651|3551|der|der Rock|die Röcke|Der Rock ist aus leichtem Stoff.|skirt, rock music|skirt|The skirt is made of light fabric.|noun|In England tragen die Schülerinnen Röcke und die Schüler Hosen.|In England the female students wear skirts and the male students wear trousers.
3652|3552|die|die Übernahme|die Übernahmen|Die Firma meldete gestern die Übernahme.|takeover|takeover|The company announced the takeover yesterday.|noun|Die Chefs organisieren die Übernahme des Konzerns durch eine große Firma.|The heads organize the takeover of the group by a large company.
3653|3553|adj|akademisch||Er verfolgt eine akademische Laufbahn.|academic|academic|He is pursuing an academic career.|adjective|Alle Kandidaten haben sehr gute akademische Qualifikationen.|All candidates have very good academic qualifications.
3654|3554|adj|aufwendig||Die Produktion war sehr aufwendig.|extravagant, costly|costly|The production was very costly.|adjective|Die Schauspieler tragen aufwendige Kleider.|The actors wear costly dresses.
3655|3555|verb|einschätzen|einschätzen, schätzt ein, schätzte ein, hat eingeschätzt|Er schätzt die Lage richtig ein.|to judge, assess|to assess|He assesses the situation correctly.|verb|Der Schaden lässt sich noch nicht einschätzen.|The damage cannot yet be assessed.
3656|3556|die|die Kapazität|die Kapazitäten|Die Kapazität reicht für alle Gäste aus.|capacity|capacity|The capacity is sufficient for all guests.|noun|Die Halle hat eine Kapazität von 500 Plätzen.|The hall has a capacity of 500 seats.
3657|3557|der|der Regierungschef|die Regierungschefs|Der Regierungschef trat zurück.|head of government|head of government|The head of government resigned.|noun|Sie strebt das Amt des Regierungschefs an.|She is striving for the office of head of government.
3658|3558|verb|regnen|regnen, regnet, regnete, hat geregnet|Es regnete den ganzen Tag lang stark.|to rain|to rain|It rained heavily all day long.|verb|Im Herbst regnet es oft.|It often rains in autumn.
3659|3559|der|der Rohstoff|die Rohstoffe|Der Rohstoff ist weltweit begehrt.|raw material|raw material|The raw material is in demand worldwide.|noun|Das Land exportiert Rohstoffe wie Kupfer.|The country exports raw materials such as copper.
3660|3560|verb|beten|beten, betet, betete, hat gebetet|Er betet jeden Abend vor dem Schlafen.|to pray|to pray|He prays every night before sleeping.|verb|Lasst uns für die Opfer dieser schweren Katastrophe beten!|Let us pray for the victims of this great disaster!
3661|3561|der|der Fokus|die Fokusse|Der Fokus liegt auf dem Thema.|focus|focus|The focus is on the topic.|noun|Das Thema Bildung steht im Fokus der öffentlichen Debatte.|The topic of education is the focus of public debate.
3662|3562|verb|hocken|hocken, hockt, hockte, hat gehockt|Er hockt stundenlang vor dem Fernseher.|to squat, crouch|to squat|He squats in front of the TV for hours.|verb|Wenn ich mich hocke, tun meine Knie weh.|When I squat, my knees hurt.
3663|3563|das|das Informationssystem|die Informationssysteme|Das Informationssystem ist komplex.|information system|information system|The information system is complex.|noun|Mehrere Personen können gleichzeitig auf das Informationssystem zugreifen.|Multiple people can access the information system simultaneously.
3664|3564|adj|liberal||Er vertrat eine liberale Sichtweise.|liberal|liberal|He held a liberal viewpoint.|adjective|Er ist liberal eingestellt.|He has liberal views.
3665|3565|adj|musikalisch||Sie hat ein musikalisches Talent.|musical|musical|She has a musical talent.|adjective|Die musikalische Leitung hat Jonathan Michels.|The musical director is Jonathan Michels.
3666|3566|der|der Pfarrer|die Pfarrer|Der Pfarrer predigt jeden Sonntag.|pastor|pastor|The pastor preaches every Sunday.|noun|Er ist Pfarrer der örtlichen Kirche.|He’s a pastor of the local church.
3667|3567|die|die Provinz|die Provinzen|Die Provinz liegt weit im Osten.|province|province|The province is far to the east.|noun|Sie stammt aus der Provinz Quebec.|She comes from the province of Quebec.
3668|3568|die|die Trauer||Die Trauer war groß nach dem Verlust.|grief|grief|The grief was great after the loss.|noun|Die Trauer über den Tod meines Großvaters ist sehr groß.|The grief about my grandfather’s death is very great.
3669|3569|der|der Aufsichtsrat|die Aufsichtsräte|Der Aufsichtsrat trifft sich morgen.|supervisory board|supervisory board|The supervisory board meets tomorrow.|noun|Der Aufsichtsrat kontrolliert als Gremium bestimmte Organisationen.|As a committee, the supervisory board monitors certain organizations.
3670|3570|das|das Gerücht|die Gerüchte|Das Gerücht verbreitete sich schnell.|rumor|rumor|The rumor spread quickly.|noun|Es geht das Gerücht um, dass sie schwanger ist.|There’s a rumor she’s pregnant.
3671|3571|verb|kriechen|kriechen, kriecht, kroch, ist gekrochen|Die Schlange kroch durch das Gras.|to crawl|to crawl|The snake crawled through the grass.|verb|Unsere Katze kriecht unter das Sofa, wenn sie Angst hat.|Our cat crawls under the sofa when it’s afraid.
3672|3572|das|das Sofa|die Sofas|Die Katze schläft auf dem neuen Sofa.|sofa, couch|sofa|The cat is sleeping on the new sofa.|noun|Meine Eltern kaufen ein neues Sofa für das Wohnzimmer.|My parents are buying a new couch for the living room.
3673|3573|der|der Urlauber|die Urlauber|Der Urlauber genießt die Sonne.|vacationer|vacationer|The vacationer enjoys the sun.|noun|Für Urlauber mit Flugangst empfehlen sich Plätze in den vorderen Reihen der Maschine.|For vacationers with fear of flying we recommend seats in the front rows of the airplane.
3674|3574|verb|abwenden|abwenden, wendet ab, wendete ab, hat abgewendet|Er wendet die Gefahr rechtzeitig ab.|to turn away, avert|to avert|He averts the danger just in time.|verb|Neue Maßnahmen zum Schutz können eine Katastrophe abwenden.|New protection procedures may avert a disaster.
3675|3575|die|die Aufführung|die Aufführungen|Die Aufführung begeisterte das Publikum.|performance|performance|The performance thrilled the audience.|noun|Die Eltern sitzen bei der Aufführung ihrer Tochter in der ersten Reihe.|The parents sit in the front row at their daughter’s performance.
3676|3576|das|das Huhn|die Hühner|Das Huhn legt jeden Tag ein Ei.|hen, chicken|hen|The hen lays an egg every day.|noun|Das Huhn legt jeden Tag ein Ei.|The hen lays an egg every day.
3677|3577|die|die Relation|die Relationen|Die Relation zwischen den Werten passt.|proportion, relation|relation|The relation between the values fits.|noun|In Relation zu anderen kulturellen Einrichtungen ist die Oper sehr teuer.|In relation to other cultural institutions, opera is very expensive.
3678|3578|verb|ruhen|ruhen, ruht, ruhte, hat geruht|Das Land ruht nach der langen Dürre.|to rest|to rest|The land rests after the long drought.|verb|Der Patient muss ruhen.|The patient must rest.
3679|3579|die|die Steigerung|die Steigerungen|Die Steigerung ist beachtlich.|increase|increase|The increase is remarkable.|noun|Die Steigerung der Verkäufe ist der Schwerpunkt der Besprechung.|The increase in sales is the focus of the meeting.
3680|3580|der|der Vorfall|die Vorfälle|Der Vorfall wurde gründlich untersucht.|incident|incident|The incident was thoroughly investigated.|noun|Sie müssen den Vorfall der Polizei melden.|You must report the incident to the police.
